,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
all_mean,0.11461993506436749,0.12482644968609512,0.11013917742546314,0.12542736117976044,0.1271775428986434,0.10956624169421378,0.099635654978949,0.09745348897913714,0.12799150136170037,0.10843252338193862,0.1462543888181692,0.12831360468709455,0.11282291742830844,0.12837301616252744,0.10969063995152496,0.11460338925347,0.09511745092232624,0.1461264094761922,0.12905003025310233,0.10573985083456272,0.12011680032707207,0.10799230345846532,0.12594888024062487,0.10155626282336025,0.07877564276366195,0.05935963817482054,0.12605892412757927,0.13079935049116062,0.1195255464257939,0.13059475359620681,0.13243915886017213,0.15744088493298936,0.1442248087116741,0.10533455405878928,0.11918066434765176,0.13634415439422906,0.11554099875816372,0.10468049737129384,0.12769062495051903,0.08500790331782078,0.09928875436448396,0.11054080044215872,0.1261156048700704,0.10028962900352038,0.13770265043717983,0.10094451448128325,0.10973740107397568,0.10965072369623907,0.11851760498468317
top_5%_pheno,0.09875582093300382,0.10571476793335591,0.11515421781137129,0.11145362766370986,0.11832642944034252,0.1032523687650511,0.12644705365058087,0.0999602924479575,0.12390228815846364,0.10757201372053007,0.14801302721496387,0.12990313481335553,0.13399020354483146,0.1289791429596232,0.09303617751506582,0.10141605336303011,0.09340043431144306,0.13728455195557027,0.12727943497906155,0.10213072210031997,0.1353423679472793,0.13607638911548306,0.1274467767360326,0.09972232821537051,0.08680246241942088,0.05214079327554505,0.11130399183642502,0.12430813333568873,0.19117507370606976,0.10529189005924573,0.13696254813769587,0.15195645160867297,0.15694489260899733,0.1092967442807758,0.12419577166546834,0.13807818707010155,0.11264908853628935,0.12409442791569922,0.11058186856376115,0.0830795454784767,0.10123304135518137,0.16189106559330987,0.10733215255930706,0.10205598435821558,0.1370608588630596,0.11048040584855044,0.0828827580296804,0.11099579939270096,0.09814202856384348
top_5%_structure,0.2758410633805953,0.2593523210694238,0.24287376083877546,0.2615476741030803,0.30292841791027936,0.19436840066004055,0.22187935592409033,0.16039000755781457,0.23274203725355724,0.2213503103698488,0.26298880990063656,0.22145668884588668,0.2055490368382241,0.21817626751419666,0.19511780967915848,0.19457791927019644,0.14677222488827182,0.2570351773842988,0.21391096088481945,0.19442704310952863,0.23439066792005198,0.23521776165830516,0.22519840865410096,0.1843565869831246,0.14490351130685963,0.09806435394670689,0.2244170979032599,0.22315141328312277,0.2860672263497035,0.21655677655677655,0.25213988436936197,0.277106945694317,0.2644466010589565,0.21661135057243747,0.23127304835041468,0.24136341429743527,0.21016898465937436,0.19220684555142029,0.24381238144793754,0.14927277524568758,0.18325852112761765,0.22612899741175765,0.21236506850137482,0.1547754603849572,0.2806085142077589,0.17911319511078322,0.2474179461407826,0.19404119846663873,0.3092349022924566
