Label,Number of Queries,mAP (Embeddings_Raw),mAP (Embeddings_Raw__Int),mAP (Embeddings_Raw__Res11),mAP (Embeddings_Raw__Res01),mAP (Embeddings_Raw__ZCA_N_C),mAP (Embeddings_Raw__ZCA_C),mAP (Embeddings_Raw__rZMs_C),mAP (Embeddings_Raw__Int__ZCA_N_C),mAP (Embeddings_Raw__Int__ZCA_C),mAP (Embeddings_Raw__Int__rZMs_C),mAP (Embeddings_Raw__Res11__ZCA_C),mAP (Embeddings_Raw__Res01__ZCA_C),mAP (Embeddings_Raw__Res11__rZMs_C),mAP (Embeddings_Raw__Res01__rZMs_C),mAP (Embeddings_Raw__ZCA_N_C__Int),mAP (Embeddings_Raw__ZCA_C__Int),mAP (Embeddings_Raw__ZCA_C__Res11),mAP (Embeddings_Raw__ZCA_C__Res01),mAP (Embeddings_Raw__ZCA_N_C__rZMs_C),mAP (Embeddings_Raw__ZCA_C__rZMs_C),mAP (Embeddings_Raw__rZMs_C__Int),mAP (Embeddings_Raw__rZMs_C__Res11),mAP (Embeddings_Raw__rZMs_C__Res01),mAP (Embeddings_Raw__rZMs_C__ZCA_N_C),mAP (Embeddings_Raw__rZMs_C__ZCA_C),mAP (Embeddings_Raw__Int__ZCA_N_C__rZMs_C),mAP (Embeddings_Raw__Int__ZCA_C__rZMs_C),mAP (Embeddings_Raw__Int__rZMs_C__ZCA_N_C),mAP (Embeddings_Raw__Int__rZMs_C__ZCA_C),mAP (Embeddings_Raw__Res11__ZCA_C__rZMs_C),mAP (Embeddings_Raw__Res01__ZCA_C__rZMs_C),mAP (Embeddings_Raw__Res11__rZMs_C__ZCA_C),mAP (Embeddings_Raw__Res01__rZMs_C__ZCA_C),mAP (Embeddings_Raw__ZCA_N_C__Int__rZMs_C),mAP (Embeddings_Raw__ZCA_C__Int__rZMs_C),mAP (Embeddings_Raw__ZCA_C__Res11__rZMs_C),mAP (Embeddings_Raw__ZCA_C__Res01__rZMs_C),mAP (Embeddings_Raw__ZCA_N_C__rZMs_C__Int),mAP (Embeddings_Raw__ZCA_C__rZMs_C__Int),mAP (Embeddings_Raw__ZCA_C__rZMs_C__Res11),mAP (Embeddings_Raw__ZCA_C__rZMs_C__Res01),mAP (Embeddings_Raw__rZMs_C__Int__ZCA_N_C),mAP (Embeddings_Raw__rZMs_C__Int__ZCA_C),mAP (Embeddings_Raw__rZMs_C__Res11__ZCA_C),mAP (Embeddings_Raw__rZMs_C__Res01__ZCA_C),mAP (Embeddings_Raw__rZMs_C__ZCA_N_C__Int),mAP (Embeddings_Raw__rZMs_C__ZCA_C__Int),mAP (Embeddings_Raw__rZMs_C__ZCA_C__Res11),mAP (Embeddings_Raw__rZMs_C__ZCA_C__Res01)
JCP2022_012818,2202.0,0.25038751690332706,0.2979906779703336,0.291639794059531,0.2848834740043388,0.29766462833488605,0.29766462833488605,0.29374432016314006,0.2963728771660338,0.2963728771660338,0.291206962147009,0.3035362928428345,0.3035362999265754,0.29374432016314006,0.29374432016314006,0.3124246455245745,0.30790284209262103,0.291589896020759,0.28474746330933426,0.2979983826115311,0.2979983898577156,0.2979906779703336,0.291639794059531,0.2848834740043388,0.29712676054292997,0.29712676054292997,0.2954782966210186,0.295478293422171,0.29610356320699455,0.29610356320699455,0.305924629808796,0.30592463880588283,0.29712676054292997,0.29712676054292997,0.2980487093316178,0.29978017271691193,0.2979983898577156,0.2979983898577156,0.3124246455245745,0.30790284209262103,0.291589896020759,0.28474746330933426,0.2963728771660338,0.2963728771660338,0.3035362928428345,0.3035362999265754,0.3118223588750433,0.30711718519774045,0.29116819965743423,0.28494796455780147
JCP2022_025848,2211.0,0.22632498573773657,0.2560477556571707,0.28904307453816663,0.2710021746281149,0.2291887530406001,0.2291887530406001,0.22738433362722685,0.23549512225682545,0.23549512225682545,0.22667214198378954,0.22688920405587049,0.22688920968200305,0.22738433362722685,0.22738433362722685,0.27039055319737937,0.28920679225505697,0.28836002902516067,0.2650292865814185,0.22987616163857388,0.22987618474217095,0.2560477556571707,0.28904307453816663,0.2710021746281149,0.22854295253766055,0.22854295253766055,0.23988745593512342,0.23988745789971225,0.23612423099757363,0.23612423099757363,0.23088638766157712,0.23088654678890702,0.22854295253766055,0.22854295253766055,0.2295213537727674,0.2476422628401973,0.22987618474217095,0.22987618474217095,0.27039055319737937,0.28920679225505697,0.28836002902516067,0.2650292865814185,0.23549512225682545,0.23549512225682545,0.22688920405587049,0.22688920968200305,0.27023076184509365,0.2888210130228119,0.2890865366778878,0.26565915007551255
JCP2022_035095,1505.0,0.3360621257905615,0.5754244494697323,0.5406528516795308,0.4045728057573419,0.7109398249636029,0.7109398249636029,0.5799858661091871,0.7143702824754757,0.7143702824754757,0.573440884865377,0.7114789014134522,0.71147894434949,0.5799858661091871,0.5799858661091871,0.7354899277262656,0.731528687677033,0.58754196484192,0.2618620479662392,0.7109816529448334,0.7109816420874888,0.5754244494697323,0.5406528516795308,0.4045728057573419,0.7109204272769476,0.7109204272769476,0.7170245622086614,0.7170245550908265,0.7164009076163356,0.7164009076163356,0.7064066877351971,0.7064069442213953,0.7109204272769476,0.7109204272769476,0.7083249166909301,0.721282504392139,0.7109816420874888,0.7109816420874888,0.7354899277262656,0.731528687677033,0.58754196484192,0.2618620479662392,0.7143702824754757,0.7143702824754757,0.7114789014134522,0.71147894434949,0.7348854352615091,0.7309356230464706,0.591469352318592,0.26962093511949997
JCP2022_037716,2211.0,0.4151877960841453,0.6359879584000129,0.6408888002813828,0.5726710194884564,0.7777140594647493,0.7777140594647493,0.5984947552211415,0.781410063986785,0.781410063986785,0.5919613794845561,0.780785853293056,0.7807858765215226,0.5984947552211415,0.5984947552211415,0.8302431529220096,0.8275044300617684,0.7963748538413238,0.5568366582779793,0.7821197143724306,0.7821197047295623,0.6359879584000129,0.6408888002813828,0.5726710194884564,0.7811903257143411,0.7811903257143411,0.7730193273997633,0.7730193228175454,0.7820581834588733,0.7820581834588733,0.7656387057296341,0.7656386556120632,0.7811903257143411,0.7811903257143411,0.7842480734418286,0.7969551283479916,0.7821197047295623,0.7821197047295623,0.8302431529220096,0.8275044300617684,0.7963748538413238,0.5568366582779793,0.781410063986785,0.781410063986785,0.780785853293056,0.7807858765215226,0.828409792967982,0.8254612047447195,0.795612005528433,0.5581778836269075
JCP2022_046054,2210.0,0.29158245547607725,0.5003952357671051,0.4693322819225358,0.42603158222674337,0.7110481212607179,0.7110481212607179,0.46865736039338796,0.718690865778525,0.718690865778525,0.4678995783769472,0.7146267228690795,0.7146267987648784,0.46865736039338796,0.46865736039338796,0.7664160253565331,0.7647653182117758,0.6481659111062592,0.4352010653805018,0.7149908575861386,0.7149908428395203,0.5003952357671051,0.4693322819225358,0.42603158222674337,0.7125361031955462,0.7125361031955462,0.7142063506923565,0.7142063523182377,0.7196635008527447,0.7196635008527447,0.6944734359347399,0.6944732950317271,0.7125361031955462,0.7125361031955462,0.7154620942227902,0.7322853855570054,0.7149908428395203,0.7149908428395203,0.7664160253565331,0.7647653182117758,0.6481659111062592,0.4352010653805018,0.718690865778525,0.718690865778525,0.7146267228690795,0.7146267987648784,0.7622600895028842,0.760022606761257,0.6436532808328734,0.4357465192204601
JCP2022_050797,2207.0,0.20315648949750922,0.17107930484332473,0.22353373880128707,0.2397067043725491,0.13890353436310932,0.13890353436310932,0.14376982460406323,0.14138977806044342,0.14138977806044342,0.1426506853885917,0.13871760334192956,0.1387176547731334,0.14376982460406323,0.14376982460406323,0.1685935288617241,0.1889141824277548,0.2544167826975875,0.26623419015801575,0.13887226306038544,0.13887227713462516,0.17107930484332473,0.22353373880128707,0.2397067043725491,0.13896921418564873,0.13896921418564873,0.14211033301858095,0.1421103352896906,0.14151180713813863,0.14151180713813863,0.13910676372453484,0.13910675506292314,0.13896921418564873,0.13896921418564873,0.13879495334564107,0.1502532520321004,0.13887227713462516,0.13887227713462516,0.1685935288617241,0.1889141824277548,0.2544167826975875,0.26623419015801575,0.14138977806044342,0.14138977806044342,0.13871760334192956,0.1387176547731334,0.16888618919436607,0.18909314054017898,0.2547416738279917,0.2665308125775673
JCP2022_064022,2208.0,0.37174440881848875,0.5884683005792763,0.5828379483683741,0.5166965812329496,0.6120239609391734,0.6120239609391734,0.5527243440830226,0.6180341811232549,0.6180341811232549,0.553654029147491,0.6198175532748476,0.6198178245498371,0.5527243440830226,0.5527243440830226,0.6737770886672854,0.6730814536020883,0.6223223835562698,0.4135710510262459,0.6131835630539291,0.6131835296970948,0.5884683005792763,0.5828379483683741,0.5166965812329496,0.615119025824988,0.615119025824988,0.6139602359736845,0.6139602343197607,0.6188741152519363,0.6188741152519363,0.6092037635347579,0.6092038019884004,0.615119025824988,0.615119025824988,0.6140902966800409,0.6338239486009662,0.6131835296970948,0.6131835296970948,0.6737770886672854,0.6730814536020883,0.6223223835562698,0.4135710510262459,0.6180341811232549,0.6180341811232549,0.6198175532748476,0.6198178245498371,0.6743149115238359,0.6731282227032384,0.6206288682255906,0.4179987538917715
JCP2022_085227,2100.0,0.19719716674791463,0.17760938070782106,0.22744064872711015,0.23650071248610458,0.1294818957889919,0.1294818957889919,0.1462465044662069,0.1322624065568897,0.1322624065568897,0.14514148043001046,0.1296260188511461,0.12962593723842847,0.1462465044662069,0.1462465044662069,0.1589341884738253,0.17887707801347474,0.23778065681465108,0.25368266007205753,0.12940671846939766,0.12940673407344122,0.17760938070782106,0.22744064872711015,0.23650071248610458,0.12945209445603978,0.12945209445603978,0.13339329115554088,0.13339330006095731,0.1322262592552302,0.1322262592552302,0.13022504492791034,0.13022492752853165,0.12945209445603978,0.12945209445603978,0.12937026644152724,0.1407218225786468,0.12940673407344122,0.12940673407344122,0.1589341884738253,0.17887707801347474,0.23778065681465108,0.25368266007205753,0.1322624065568897,0.1322624065568897,0.1296260188511461,0.12962593723842847,0.15955564442034276,0.1795281573533737,0.23818369885191967,0.2539919320049058
Mean mAP,2106.75,0.28645536813197003,0.4003753829243471,0.40817114229723983,0.3690081317745748,0.4508705972694788,0.4508705972694788,0.376375913583422,0.4547531971755291,0.4547531971755291,0.3740783927279715,0.45318476874277697,0.4531848182257336,0.376375913583422,0.376375913583422,0.4895336388411996,0.49522259804269664,0.46581905973799137,0.342145552846474,0.45217866421715247,0.45217866314520233,0.4003753829243471,0.40817114229723983,0.3690081317745748,0.4517321129667627,0.4517321129667627,0.4536349816255912,0.4536349814023627,0.4553703209722283,0.4553703209722283,0.4477331773821434,0.4477331956299788,0.4517321129667627,0.4517321129667627,0.45223258299089286,0.46534305963324485,0.45217866314520233,0.45217866314520233,0.4895336388411996,0.49522259804269664,0.46581905973799137,0.342145552846474,0.4547531971755291,0.4547531971755291,0.45318476874277697,0.4531848182257336,0.4887956479488821,0.4942633941712238,0.4655679519900903,0.34408424388430325
