Label,Number of Queries,mAP (Embeddings_Raw),mAP (Embeddings_Raw__Int),mAP (Embeddings_Raw__ZCA_N_C),mAP (Embeddings_Raw__ZCA_N),mAP (Embeddings_Raw__ZCA_C),mAP (Embeddings_Raw__ZCA),mAP (Embeddings_Raw__ZCA-cor_N_C),mAP (Embeddings_Raw__ZCA-cor_N),mAP (Embeddings_Raw__ZCA-cor_C),mAP (Embeddings_Raw__ZCA-cor),mAP (Embeddings_Raw__rZMs_C),mAP (Embeddings_Raw__Int__ZCA_N_C),mAP (Embeddings_Raw__Int__ZCA_N),mAP (Embeddings_Raw__Int__ZCA_C),mAP (Embeddings_Raw__Int__ZCA),mAP (Embeddings_Raw__Int__ZCA-cor_N_C),mAP (Embeddings_Raw__Int__ZCA-cor_N),mAP (Embeddings_Raw__Int__ZCA-cor_C),mAP (Embeddings_Raw__Int__ZCA-cor),mAP (Embeddings_Raw__Int__rZMs_C),mAP (Embeddings_Raw__ZCA_N_C__Int),mAP (Embeddings_Raw__ZCA_N__Int),mAP (Embeddings_Raw__ZCA_C__Int),mAP (Embeddings_Raw__ZCA__Int),mAP (Embeddings_Raw__ZCA-cor_N_C__Int),mAP (Embeddings_Raw__ZCA-cor_N__Int),mAP (Embeddings_Raw__ZCA-cor_C__Int),mAP (Embeddings_Raw__ZCA-cor__Int),mAP (Embeddings_Raw__ZCA_N_C__rZMs_C),mAP (Embeddings_Raw__ZCA_N__rZMs_C),mAP (Embeddings_Raw__ZCA_C__rZMs_C),mAP (Embeddings_Raw__ZCA__rZMs_C),mAP (Embeddings_Raw__ZCA-cor_N_C__rZMs_C),mAP (Embeddings_Raw__ZCA-cor_N__rZMs_C),mAP (Embeddings_Raw__ZCA-cor_C__rZMs_C),mAP (Embeddings_Raw__ZCA-cor__rZMs_C),mAP (Embeddings_Raw__rZMs_C__Int),mAP (Embeddings_Raw__rZMs_C__ZCA_N_C),mAP (Embeddings_Raw__rZMs_C__ZCA_N),mAP (Embeddings_Raw__rZMs_C__ZCA_C),mAP (Embeddings_Raw__rZMs_C__ZCA),mAP (Embeddings_Raw__rZMs_C__ZCA-cor_N_C),mAP (Embeddings_Raw__rZMs_C__ZCA-cor_N),mAP (Embeddings_Raw__rZMs_C__ZCA-cor_C),mAP (Embeddings_Raw__rZMs_C__ZCA-cor),mAP (Embeddings_Raw__Int__ZCA_N_C__rZMs_C),mAP (Embeddings_Raw__Int__ZCA_N__rZMs_C),mAP (Embeddings_Raw__Int__ZCA_C__rZMs_C),mAP (Embeddings_Raw__Int__ZCA__rZMs_C),mAP (Embeddings_Raw__Int__ZCA-cor_N_C__rZMs_C),mAP (Embeddings_Raw__Int__ZCA-cor_N__rZMs_C),mAP (Embeddings_Raw__Int__ZCA-cor_C__rZMs_C),mAP (Embeddings_Raw__Int__ZCA-cor__rZMs_C),mAP (Embeddings_Raw__Int__rZMs_C__ZCA_N_C),mAP (Embeddings_Raw__Int__rZMs_C__ZCA_N),mAP (Embeddings_Raw__Int__rZMs_C__ZCA_C),mAP (Embeddings_Raw__Int__rZMs_C__ZCA),mAP (Embeddings_Raw__Int__rZMs_C__ZCA-cor_N_C),mAP (Embeddings_Raw__Int__rZMs_C__ZCA-cor_N),mAP (Embeddings_Raw__Int__rZMs_C__ZCA-cor_C),mAP (Embeddings_Raw__Int__rZMs_C__ZCA-cor),mAP (Embeddings_Raw__ZCA_N_C__Int__rZMs_C),mAP (Embeddings_Raw__ZCA_N__Int__rZMs_C),mAP (Embeddings_Raw__ZCA_C__Int__rZMs_C),mAP (Embeddings_Raw__ZCA__Int__rZMs_C),mAP (Embeddings_Raw__ZCA-cor_N_C__Int__rZMs_C),mAP (Embeddings_Raw__ZCA-cor_N__Int__rZMs_C),mAP (Embeddings_Raw__ZCA-cor_C__Int__rZMs_C),mAP (Embeddings_Raw__ZCA-cor__Int__rZMs_C),mAP (Embeddings_Raw__ZCA_N_C__rZMs_C__Int),mAP (Embeddings_Raw__ZCA_N__rZMs_C__Int),mAP (Embeddings_Raw__ZCA_C__rZMs_C__Int),mAP (Embeddings_Raw__ZCA__rZMs_C__Int),mAP (Embeddings_Raw__ZCA-cor_N_C__rZMs_C__Int),mAP (Embeddings_Raw__ZCA-cor_N__rZMs_C__Int),mAP (Embeddings_Raw__ZCA-cor_C__rZMs_C__Int),mAP (Embeddings_Raw__ZCA-cor__rZMs_C__Int),mAP (Embeddings_Raw__rZMs_C__Int__ZCA_N_C),mAP (Embeddings_Raw__rZMs_C__Int__ZCA_N),mAP (Embeddings_Raw__rZMs_C__Int__ZCA_C),mAP (Embeddings_Raw__rZMs_C__Int__ZCA),mAP (Embeddings_Raw__rZMs_C__Int__ZCA-cor_N_C),mAP (Embeddings_Raw__rZMs_C__Int__ZCA-cor_N),mAP (Embeddings_Raw__rZMs_C__Int__ZCA-cor_C),mAP (Embeddings_Raw__rZMs_C__Int__ZCA-cor),mAP (Embeddings_Raw__rZMs_C__ZCA_N_C__Int),mAP (Embeddings_Raw__rZMs_C__ZCA_N__Int),mAP (Embeddings_Raw__rZMs_C__ZCA_C__Int),mAP (Embeddings_Raw__rZMs_C__ZCA__Int),mAP (Embeddings_Raw__rZMs_C__ZCA-cor_N_C__Int),mAP (Embeddings_Raw__rZMs_C__ZCA-cor_N__Int),mAP (Embeddings_Raw__rZMs_C__ZCA-cor_C__Int),mAP (Embeddings_Raw__rZMs_C__ZCA-cor__Int)
1053597844,64.0,0.015602723355104523,0.001726070230909238,0.01177318485391473,0.0011853555604691309,0.01177318485391473,0.0011853555604691309,0.013122467027847626,0.0011842595763081785,0.013122467027847626,0.0011842595763081785,0.0029748137567266546,0.008668371145407985,0.0011779610130174987,0.008668371145407985,0.0011779610130174987,0.010530687629281471,0.0011779610130174987,0.010530687629281471,0.0011779610130174987,0.002550682151282619,0.00477625973819301,0.001133851910735381,0.005561737312390073,0.0011338563318022807,0.004554798297969566,0.0011161661940229475,0.0051456754149143405,0.0011161700078319123,0.013112749735552735,0.0013362145294954215,0.013112749894687298,0.0013362196240509286,0.01255453735035785,0.001337371916040906,0.012554537308098048,0.001337371909448906,0.001726070230909238,0.013122467027847626,0.0011826555857393666,0.013122467027847626,0.0011826555857393666,0.013122467027847626,0.0011842595763081785,0.013122467027847626,0.0011842595763081785,0.009720097070573606,0.00131737449067327,0.009720088626053888,0.0013173745020891125,0.010258219983303188,0.0013173734932712484,0.010258224902425735,0.0013173736806926047,0.010530687629281471,0.0011779448691681762,0.010530687629281471,0.0011779448691681762,0.010530687629281471,0.0011779610130174987,0.010530687629281471,0.0011779610130174987,0.01273255587274226,0.001333384693403603,0.010969883737331227,0.0013335359677626162,0.012004336373949258,0.0013394981197611697,0.010268845417695027,0.0013395016827489456,0.00477625973819301,0.001133851910735381,0.005561737312390073,0.0011338563318022807,0.004554798297969566,0.0011161661940229475,0.0051456754149143405,0.0011161700078319123,0.008668371145407985,0.0011779610130174987,0.008668371145407985,0.0011779610130174987,0.010530687629281471,0.0011779610130174987,0.010530687629281471,0.0011779610130174987,0.004554798297969566,0.0011192722311994616,0.0051456754149143405,0.0011192344193622589,0.004554798297969566,0.0011161661940229475,0.0051456754149143405,0.0011161700078319123
1053597981,64.0,0.040316977571995684,0.0020956222317196588,0.005754652583064739,0.0011831971369099061,0.005754652583064739,0.0011831971369099061,0.006059842340382451,0.0011805412347908567,0.006059842340382451,0.0011805412347908567,0.002539365810509256,0.005182228276001333,0.0011767413816423937,0.005182228276001333,0.0011767413816423937,0.005749860209432668,0.0011767413816423937,0.005749860209432668,0.0011767413816423937,0.002400397799868982,0.003786420591264932,0.0011308210139668107,0.004124067731953624,0.0011308159225188875,0.0036003938804225655,0.0011152315833412138,0.0038536762186781462,0.0011152701944319606,0.005958520664404864,0.0013400109037622723,0.005958522183076445,0.0013400164041169275,0.005838180119811767,0.0013445591052849684,0.005838180071875405,0.0013445586028448875,0.0020956222317196588,0.006059842340382451,0.0011799627101527375,0.006059842340382451,0.0011799627101527375,0.006059842340382451,0.0011805412347908567,0.006059842340382451,0.0011805412347908567,0.00545240617315358,0.0013361552407710777,0.0054524091193534335,0.0013361560571491882,0.005582911700879054,0.0013361551930934192,0.005582903987964731,0.00133615600947153,0.005749860209432668,0.0011754197056022082,0.005749860209432668,0.0011754197056022082,0.005749860209432668,0.0011767413816423937,0.005749860209432668,0.0011767413816423937,0.005876455099718468,0.001335563559722586,0.0055092895985970275,0.0013354624413630435,0.005604005023935734,0.0013450620014314972,0.005348966607719476,0.0013450914118784327,0.003786420591264932,0.0011308210139668107,0.004124067731953624,0.0011308159225188875,0.0036003938804225655,0.0011152315833412138,0.0038536762186781462,0.0011152701944319606,0.005182228276001333,0.0011767413816423937,0.005182228276001333,0.0011767413816423937,0.005749860209432668,0.0011767413816423937,0.005749860209432668,0.0011767413816423937,0.0036003938804225655,0.00110892821626455,0.0038536762186781462,0.0011089757703508334,0.0036003938804225655,0.0011152315833412138,0.0038536762186781462,0.0011152701944319606
1053597998,64.0,0.039075294449566145,0.0027932631874194305,0.0063028598457392886,0.0011827118638645438,0.0063028598457392886,0.0011827118638645438,0.007332512867696374,0.0011802861144067395,0.007332512867696374,0.0011802861144067395,0.004112744218689097,0.005787422329910326,0.001174613880613732,0.005787422329910326,0.001174613880613732,0.006479308954679223,0.001174613880613732,0.006479308954679223,0.001174613880613732,0.003630250751994929,0.0034444109131547248,0.0011318012850624357,0.003771224403567826,0.0011316911618311134,0.003376469473959291,0.0011140807892857996,0.003778692162139084,0.001114023922271954,0.007178602443373686,0.0013364949929312029,0.007178603879959089,0.001336486104374831,0.0068378443931373335,0.0013369814297583607,0.006837847163682894,0.001336993349382312,0.0027932631874194305,0.007332512867696374,0.0011796110583239883,0.007332512867696374,0.0011796110583239883,0.007332512867696374,0.0011802861144067395,0.007332512867696374,0.0011802861144067395,0.00616451837754833,0.0013241383294456943,0.006164519060160007,0.0013241379017375598,0.006330860032105265,0.00132413899461383,0.006330860032105265,0.0013241385305310385,0.006479308954679223,0.001174446708195171,0.006479308954679223,0.001174446708195171,0.006479308954679223,0.001174613880613732,0.006479308954679223,0.001174613880613732,0.006744816809682955,0.0013318847784972057,0.00583412394794131,0.001331780817453482,0.006519618735667624,0.0013376352221294901,0.00558668795335923,0.0013376572304576238,0.0034444109131547248,0.0011318012850624357,0.003771224403567826,0.0011316911618311134,0.003376469473959291,0.0011140807892857996,0.003778692162139084,0.001114023922271954,0.005787422329910326,0.001174613880613732,0.005787422329910326,0.001174613880613732,0.006479308954679223,0.001174613880613732,0.006479308954679223,0.001174613880613732,0.003376469473959291,0.0011084812632423864,0.003778692162139084,0.0011084602809280067,0.003376469473959291,0.0011140807892857996,0.003778692162139084,0.001114023922271954
1053599558,64.0,0.03513435550715018,0.002429318417260869,0.013785834691027486,0.001176068491787171,0.013785834691027486,0.001176068491787171,0.01543436423114568,0.0011730808624923399,0.01543436423114568,0.0011730808624923399,0.005666093396567265,0.009651067883053737,0.0011683620943416042,0.009651067883053737,0.0011683620943416042,0.012073897581224517,0.0011683620943416042,0.012073897581224517,0.0011683620943416042,0.004418096718070339,0.006862594172054433,0.0011242429322344222,0.007618856549035141,0.0011242096163896285,0.006585362133465987,0.0011035297491609503,0.007238752483110075,0.001103490555838279,0.01507043623634597,0.0013397814934283546,0.015070438020919476,0.0013397783091877646,0.014471927390885583,0.0013467751272311943,0.014471927449500363,0.0013467751272311943,0.002429318417260869,0.01543436423114568,0.0011735159894397879,0.01543436423114568,0.0011735159894397879,0.01543436423114568,0.0011730808624923399,0.01543436423114568,0.0011730808624923399,0.011219674457580202,0.0013268910371208042,0.011219674457580202,0.0013268905384567083,0.012246584711064124,0.001326889297214054,0.012246584335252417,0.0013268889436622304,0.012073897581224517,0.001168262341347871,0.012073897581224517,0.001168262341347871,0.012073897581224517,0.0011683620943416042,0.012073897581224517,0.0011683620943416042,0.013993673000356118,0.001339918972191126,0.01196868555763726,0.0013399356866559435,0.01286849246101754,0.0013502340185848987,0.011282957790084803,0.001350272100893388,0.006862594172054433,0.0011242429322344222,0.007618856549035141,0.0011242096163896285,0.006585362133465987,0.0011035297491609503,0.007238752483110075,0.001103490555838279,0.009651067883053737,0.0011683620943416042,0.009651067883053737,0.0011683620943416042,0.012073897581224517,0.0011683620943416042,0.012073897581224517,0.0011683620943416042,0.006585362133465987,0.001107274951392022,0.007238752483110075,0.0011073008629134372,0.006585362133465987,0.0011035297491609503,0.007238752483110075,0.001103490555838279
1053599657,64.0,0.03747101495363382,0.0019510648265214088,0.008315540917875798,0.0011781669401412908,0.008315540917875798,0.0011781669401412908,0.010061899506687002,0.0011738250731139343,0.010061899506687002,0.0011738250731139343,0.0031363820178087953,0.005987185603686357,0.0011687739330275033,0.005987185603686357,0.0011687739330275033,0.0076788136854872525,0.0011687739330275033,0.0076788136854872525,0.0011687739330275033,0.0026768650425614895,0.003704474059244241,0.001125913885475177,0.004542638050038937,0.0011259568717582377,0.003524480838200415,0.0011084425239921522,0.0040618818050550546,0.0011084236597564045,0.00963949161626221,0.0013387452389077446,0.009639492483479223,0.001338742405300951,0.008930382487566743,0.001342163349839676,0.008930382487566743,0.0013421590171567286,0.0019510648265214088,0.010061899506687002,0.0011742968222986326,0.010061899506687002,0.0011742968222986326,0.010061899506687002,0.0011738250731139343,0.010061899506687002,0.0011738250731139343,0.006567160969790472,0.0013289649146406013,0.006567160969790472,0.0013289629277982537,0.00737917563132109,0.0013289648407990922,0.007379175739542474,0.0013289628380073124,0.0076788136854872525,0.0011685599929405932,0.0076788136854872525,0.0011685599929405932,0.0076788136854872525,0.0011687739330275033,0.0076788136854872525,0.0011687739330275033,0.009675849463461839,0.0013352248466396257,0.00797593065399562,0.0013350481714470403,0.008743707008130418,0.0013391103810115933,0.007280083969578771,0.0013391480752999747,0.003704474059244241,0.001125913885475177,0.004542638050038937,0.0011259568717582377,0.003524480838200415,0.0011084425239921522,0.0040618818050550546,0.0011084236597564045,0.005987185603686357,0.0011687739330275033,0.005987185603686357,0.0011687739330275033,0.0076788136854872525,0.0011687739330275033,0.0076788136854872525,0.0011687739330275033,0.003524480838200415,0.0011130966876772663,0.0040618818050550546,0.0011131093631293843,0.003524480838200415,0.0011084425239921522,0.0040618818050550546,0.0011084236597564045
1053599695,64.0,0.04347308463060517,0.00223034586708747,0.007032585722982733,0.0011773414332452,0.007032585722982733,0.0011773414332452,0.0076851221356428285,0.0011761232469588395,0.0076851221356428285,0.0011761232469588395,0.0032396196172571738,0.005037838305271095,0.0011693364712284545,0.005037838305271095,0.0011693364712284545,0.006563928102746038,0.0011693364712284545,0.006563928102746038,0.0011693364712284545,0.002770684312681375,0.003572839068805135,0.0011248590343262712,0.003923314170853045,0.0011248996052594985,0.0034719389710388586,0.0011076270191873801,0.0037875536698709425,0.0011076743160877795,0.007631537730611682,0.001343031592163139,0.007631537730611682,0.0013430258281371364,0.007117637165722649,0.001340776151259277,0.00711763572453609,0.0013407727993267192,0.00223034586708747,0.0076851221356428285,0.0011754476215975744,0.0076851221356428285,0.0011754476215975744,0.0076851221356428285,0.0011761232469588395,0.0076851221356428285,0.0011761232469588395,0.005855300493533533,0.001326959015238446,0.005855300559362345,0.0013269612368815927,0.0062552027840525395,0.0013269725347267807,0.006255202815176195,0.001326968436131431,0.006563928102746038,0.001170199623439774,0.006563928102746038,0.001170199623439774,0.006563928102746038,0.0011693364712284545,0.006563928102746038,0.0011693364712284545,0.00712899888184491,0.0013460858063546438,0.006700914091788373,0.0013462244352795492,0.006665506861152182,0.0013466176731435795,0.0062442703528878315,0.0013465409567005274,0.003572839068805135,0.0011248590343262712,0.003923314170853045,0.0011248996052594985,0.0034719389710388586,0.0011076270191873801,0.0037875536698709425,0.0011076743160877795,0.005037838305271095,0.0011693364712284545,0.005037838305271095,0.0011693364712284545,0.006563928102746038,0.0011693364712284545,0.006563928102746038,0.0011693364712284545,0.0034719389710388586,0.0011084119751201792,0.0037875536698709425,0.0011084140943483291,0.0034719389710388586,0.0011076270191873801,0.0037875536698709425,0.0011076743160877795
1053600704,64.0,0.01602849152693987,0.002268050216402162,0.011009334451403327,0.0011837093438333067,0.011009334451403327,0.0011837093438333067,0.012547118963061737,0.0011811532147952917,0.012547118963061737,0.0011811532147952917,0.0038688939973434175,0.007710485453997551,0.0011760153462340409,0.007710485453997551,0.0011760153462340409,0.010029967096067818,0.0011760527470827907,0.010029967096067818,0.0011760527470827907,0.0033352807039406353,0.006236402685265541,0.0011302409360270686,0.007048768281346382,0.001130123901308503,0.005954244102099605,0.0011120189005358755,0.00691415747326222,0.0011120584859543043,0.012205304872571383,0.0013584667994865122,0.012205304872571383,0.0013584554010815436,0.011819513720239195,0.0013578547357778674,0.011819513627990115,0.0013578559260137566,0.002268050216402162,0.012547118963061737,0.0011808546257345328,0.012547118963061737,0.0011808546257345328,0.012547118963061737,0.0011811532147952917,0.012547118963061737,0.0011811532147952917,0.008928110464814502,0.0013456729167511479,0.00892811057134069,0.0013456728944930075,0.00966462975572428,0.0013456723875300573,0.009664629624027364,0.001345672365271917,0.010029967096067818,0.0011762534793017955,0.010029967096067818,0.0011762534793017955,0.010029967096067818,0.0011760527470827907,0.010029967096067818,0.0011760527470827907,0.011511603811375375,0.0013540627976918482,0.009870058334989289,0.001353941626600521,0.011255872500312,0.0013565864377440872,0.009457767162286631,0.0013566023725523565,0.006236402685265541,0.0011302409360270686,0.007048768281346382,0.001130123901308503,0.005954244102099605,0.0011120189005358755,0.00691415747326222,0.0011120584859543043,0.007710485453997551,0.0011760153462340409,0.007710485453997551,0.0011760153462340409,0.010029967096067818,0.0011760527470827907,0.010029967096067818,0.0011760527470827907,0.005954244102099605,0.001115199423674006,0.00691415747326222,0.0011152159628642106,0.005954244102099605,0.0011120189005358755,0.00691415747326222,0.0011120584859543043
1053600735,64.0,0.01215440349929952,0.0022230266641627985,0.01523169114912489,0.0011843500353897695,0.01523169114912489,0.0011843500353897695,0.016522815444516642,0.0011826375726591268,0.016522815444516642,0.0011826375726591268,0.004295336751142103,0.011006979503924479,0.0011752869496070065,0.011006979503924479,0.0011752869496070065,0.013057016075459667,0.0011752869496070065,0.013057016075459667,0.0011752869496070065,0.0031735482654831546,0.007255981613436015,0.0011319602889814622,0.007866059974336625,0.0011319040941874493,0.006432928478875647,0.0011097525094519375,0.007288241917880334,0.0011098169790130048,0.016586826035049972,0.0013552564984234009,0.016586827855904665,0.00135526164013808,0.015973934230181855,0.001363786875719534,0.015973933478606015,0.0013637563126730665,0.0022230266641627985,0.016522815444516642,0.0011817107715486348,0.016522815444516642,0.0011817107715486348,0.016522815444516642,0.0011826375726591268,0.016522815444516642,0.0011826375726591268,0.012253773683928553,0.001343108860537616,0.012253772636197618,0.0013431092377713246,0.012884928828238978,0.0013431092564251137,0.012884928166264333,0.0013431094371017744,0.013057016075459667,0.0011752038987931947,0.013057016075459667,0.0011752038987931947,0.013057016075459667,0.0011752869496070065,0.013057016075459667,0.0011752869496070065,0.015175726384778175,0.0013550040004987314,0.012912279700218778,0.001354766424666666,0.014253522200157404,0.0013632199035565873,0.01253194892399457,0.0013632382871596198,0.007255981613436015,0.0011319602889814622,0.007866059974336625,0.0011319040941874493,0.006432928478875647,0.0011097525094519375,0.007288241917880334,0.0011098169790130048,0.011006979503924479,0.0011752869496070065,0.011006979503924479,0.0011752869496070065,0.013057016075459667,0.0011752869496070065,0.013057016075459667,0.0011752869496070065,0.006432928478875647,0.0011098208297663239,0.007288241917880334,0.0011098168206523974,0.006432928478875647,0.0011097525094519375,0.007288241917880334,0.0011098169790130048
1053600841,64.0,0.013634920088693984,0.0024890834854183045,0.010260950937708613,0.001182486441829667,0.010260950937708613,0.001182486441829667,0.011672391581242982,0.001180294050169534,0.011672391581242982,0.001180294050169534,0.004362403044269507,0.007717545236372855,0.0011742501220189914,0.007717545236372855,0.0011742501220189914,0.008929098020615134,0.0011743061894805146,0.008929098020615134,0.0011743061894805146,0.003372771304786193,0.005583841037463694,0.0011301753443311638,0.006594702389797295,0.0011301374288831601,0.005429799906120038,0.0011087597544575216,0.006305591718256638,0.0011087231454812165,0.011401746874863755,0.0013498157894661492,0.011401745667245423,0.0013498123978684102,0.01117867735264163,0.0013519944201630485,0.011178673615254067,0.0013519938197305596,0.0024890834854183045,0.011672391581242982,0.0011806722280511884,0.011672391581242982,0.0011806722280511884,0.011672391581242982,0.001180294050169534,0.011672391581242982,0.001180294050169534,0.008464061619488497,0.001332434335434083,0.008464060825935989,0.0013324352305899175,0.009013337952815937,0.0013324398620398637,0.009013330658934372,0.0013324417527079962,0.008929098020615134,0.0011739954429538096,0.008929098020615134,0.0011739954429538096,0.008929098020615134,0.0011743061894805146,0.008929098020615134,0.0011743061894805146,0.010003653986133922,0.0013478875865375474,0.00925003111309369,0.0013478312456378003,0.009865602483678343,0.0013502122103121609,0.00901188302935597,0.0013502212581201316,0.005583841037463694,0.0011301753443311638,0.006594702389797295,0.0011301374288831601,0.005429799906120038,0.0011087597544575216,0.006305591718256638,0.0011087231454812165,0.007717545236372855,0.0011742501220189914,0.007717545236372855,0.0011742501220189914,0.008929098020615134,0.0011743061894805146,0.008929098020615134,0.0011743061894805146,0.005429799906120038,0.0011115326995581396,0.006305591718256638,0.0011115003001491365,0.005429799906120038,0.0011087597544575216,0.006305591718256638,0.0011087231454812165
1053601770,64.0,0.01564826639475495,0.0020721356257659895,0.00815939984145747,0.001185075194443463,0.00815939984145747,0.001185075194443463,0.009213572372580851,0.0011827878863141298,0.009213572372580851,0.0011827878863141298,0.003191808993080544,0.005393955302829965,0.0011762267439982773,0.005393955302829965,0.0011762267439982773,0.006477502295131403,0.0011762267439982773,0.006477502295131403,0.0011762267439982773,0.0026158565626629568,0.003246849256716737,0.0011341805658498549,0.0038939719372133898,0.0011340830323520901,0.0030564626498415684,0.0011110298389355863,0.003646731613645005,0.0011110110396045563,0.009005668174072124,0.0013495523173929402,0.009005668003792633,0.0013495706476204996,0.008357097710179826,0.0013539092692859695,0.008357096981669943,0.001353911224384714,0.0020721356257659895,0.009213572372580851,0.0011829065019907162,0.009213572372580851,0.0011829065019907162,0.009213572372580851,0.0011827878863141298,0.009213572372580851,0.0011827878863141298,0.005690809820131974,0.0013212745840453686,0.005690809134810526,0.0013212745840453686,0.0062812748581270285,0.001321262766546791,0.006281275116363997,0.001321262766546791,0.006477502295131403,0.0011766680500484778,0.006477502295131403,0.0011766680500484778,0.006477502295131403,0.0011762267439982773,0.006477502295131403,0.0011762267439982773,0.008237802322651389,0.0013457643481986697,0.006886535992378956,0.001345573765251394,0.007818365677077851,0.0013521585721007283,0.006505083332111389,0.0013522446038753636,0.003246849256716737,0.0011341805658498549,0.0038939719372133898,0.0011340830323520901,0.0030564626498415684,0.0011110298389355863,0.003646731613645005,0.0011110110396045563,0.005393955302829965,0.0011762267439982773,0.005393955302829965,0.0011762267439982773,0.006477502295131403,0.0011762267439982773,0.006477502295131403,0.0011762267439982773,0.0030564626498415684,0.0011143803344760405,0.003646731613645005,0.0011144102107906813,0.0030564626498415684,0.0011110298389355863,0.003646731613645005,0.0011110110396045563
