Label,Number of Queries,mAP (Embeddings_Raw),mAP (Embeddings_Raw__Int),mAP (Embeddings_Raw__Res11),mAP (Embeddings_Raw__Res01),mAP (Embeddings_Raw__ZCA_N_C),mAP (Embeddings_Raw__ZCA_C),mAP (Embeddings_Raw__rZMs_C),mAP (Embeddings_Raw__Int__ZCA_N_C),mAP (Embeddings_Raw__Int__ZCA_C),mAP (Embeddings_Raw__Int__rZMs_C),mAP (Embeddings_Raw__Res11__ZCA_C),mAP (Embeddings_Raw__Res01__ZCA_C),mAP (Embeddings_Raw__Res11__rZMs_C),mAP (Embeddings_Raw__Res01__rZMs_C),mAP (Embeddings_Raw__ZCA_N_C__Int),mAP (Embeddings_Raw__ZCA_C__Int),mAP (Embeddings_Raw__ZCA_C__Res11),mAP (Embeddings_Raw__ZCA_C__Res01),mAP (Embeddings_Raw__ZCA_N_C__rZMs_C),mAP (Embeddings_Raw__ZCA_C__rZMs_C),mAP (Embeddings_Raw__rZMs_C__Int),mAP (Embeddings_Raw__rZMs_C__Res11),mAP (Embeddings_Raw__rZMs_C__Res01),mAP (Embeddings_Raw__rZMs_C__ZCA_N_C),mAP (Embeddings_Raw__rZMs_C__ZCA_C),mAP (Embeddings_Raw__Int__ZCA_N_C__rZMs_C),mAP (Embeddings_Raw__Int__ZCA_C__rZMs_C),mAP (Embeddings_Raw__Int__rZMs_C__ZCA_N_C),mAP (Embeddings_Raw__Int__rZMs_C__ZCA_C),mAP (Embeddings_Raw__Res11__ZCA_C__rZMs_C),mAP (Embeddings_Raw__Res01__ZCA_C__rZMs_C),mAP (Embeddings_Raw__Res11__rZMs_C__ZCA_C),mAP (Embeddings_Raw__Res01__rZMs_C__ZCA_C),mAP (Embeddings_Raw__ZCA_N_C__Int__rZMs_C),mAP (Embeddings_Raw__ZCA_C__Int__rZMs_C),mAP (Embeddings_Raw__ZCA_C__Res11__rZMs_C),mAP (Embeddings_Raw__ZCA_C__Res01__rZMs_C),mAP (Embeddings_Raw__ZCA_N_C__rZMs_C__Int),mAP (Embeddings_Raw__ZCA_C__rZMs_C__Int),mAP (Embeddings_Raw__ZCA_C__rZMs_C__Res11),mAP (Embeddings_Raw__ZCA_C__rZMs_C__Res01),mAP (Embeddings_Raw__rZMs_C__Int__ZCA_N_C),mAP (Embeddings_Raw__rZMs_C__Int__ZCA_C),mAP (Embeddings_Raw__rZMs_C__Res11__ZCA_C),mAP (Embeddings_Raw__rZMs_C__Res01__ZCA_C),mAP (Embeddings_Raw__rZMs_C__ZCA_N_C__Int),mAP (Embeddings_Raw__rZMs_C__ZCA_C__Int),mAP (Embeddings_Raw__rZMs_C__ZCA_C__Res11),mAP (Embeddings_Raw__rZMs_C__ZCA_C__Res01)
1053597844,64.0,0.01485227138184054,0.0026322917092312824,0.03780228947393493,0.03254124251196328,0.02145838887725945,0.02145838887725945,0.005108020482000181,0.015399907489190732,0.015399907489190732,0.0038827531723547954,0.019217353474950582,0.01921586246836444,0.005108020482000181,0.005108020482000181,0.012336978966476864,0.013816039994066248,0.46948071882600423,0.403301626216574,0.022888408645142556,0.022911265600776623,0.0026322917092312824,0.03780228947393493,0.03254124251196328,0.02129477047008122,0.02129477047008122,0.017446379247172402,0.01736391653826948,0.016496661808776233,0.016496661808776233,0.01876263290647844,0.018762772995034448,0.02129477047008122,0.02129477047008122,0.021384519853507002,0.01957204812078758,0.022911265600776623,0.022911265600776623,0.012336978966476864,0.013816039994066248,0.46948071882600423,0.403301626216574,0.015399907489190732,0.015399907489190732,0.019217353474950582,0.01921586246836444,0.011903034088163171,0.013218215526658425,0.45950556822870653,0.39969948681826123
1053597981,64.0,0.060139556002197704,0.0025258197479058413,0.06150248376979657,0.04158762651503288,0.014177526015044158,0.014177526015044158,0.003139857275773385,0.01135132623522951,0.01135132623522951,0.00265444913864562,0.011939030559690996,0.011938766978685627,0.003139857275773385,0.003139857275773385,0.008846200956865913,0.00913036291337188,0.4607703231682868,0.4377056264467294,0.013681267378752696,0.013679114898447529,0.0025258197479058413,0.06150248376979657,0.04158762651503288,0.015229797753357859,0.015229797753357859,0.012958262502994523,0.01294113664414578,0.013442216386797746,0.013442216386797746,0.012756977157440005,0.012756368951453746,0.015229797753357859,0.015229797753357859,0.013191365593969885,0.01209561945896541,0.013679114898447529,0.013679114898447529,0.008846200956865913,0.00913036291337188,0.4607703231682868,0.4377056264467294,0.01135132623522951,0.01135132623522951,0.011939030559690996,0.011938766978685627,0.008739217369301307,0.008562611200608604,0.4855102811783666,0.44817983372371323
1053597998,64.0,0.035367429619753726,0.0022233196515709973,0.04613494015056824,0.04235029349223078,0.020531697296584623,0.020531697296584623,0.004148259594724967,0.016362003973492224,0.016362003973492224,0.0033966240683026283,0.01869337350219338,0.018693150205747456,0.004148259594724967,0.004148259594724967,0.009966545520089373,0.011020762318417818,0.49542914955886197,0.45314371283391486,0.022365127339178215,0.022362449678665353,0.0022233196515709973,0.04613494015056824,0.04235029349223078,0.02186761945058215,0.02186761945058215,0.01710282608282799,0.0171431657001103,0.01696655162178385,0.01696655162178385,0.016509255506231415,0.016510461205270163,0.02186761945058215,0.02186761945058215,0.022251597262464118,0.01879420845714888,0.022362449678665353,0.022362449678665353,0.009966545520089373,0.011020762318417818,0.49542914955886197,0.45314371283391486,0.016362003973492224,0.016362003973492224,0.01869337350219338,0.018693150205747456,0.009779734537500256,0.010324251634750085,0.4879555645847963,0.44460721788789076
1053599558,64.0,0.02384892817387659,0.002726230832299,0.04839955302804159,0.03194234015520494,0.02394632037341884,0.02394632037341884,0.005707947692116833,0.015224815714137824,0.015224815714137824,0.003865935965385188,0.02137665129370217,0.021375941625105647,0.005707947692116833,0.005707947692116833,0.012945181525539234,0.013610244848236796,0.43563926764130273,0.3939387965096024,0.025481497110174188,0.025410789631111742,0.002726230832299,0.04839955302804159,0.03194234015520494,0.025745758280227255,0.025745758280227255,0.016787138608946896,0.016792536526734896,0.017281485795703776,0.017281485795703776,0.019990844872413285,0.01999054785470875,0.025745758280227255,0.025745758280227255,0.024707563410566777,0.02157302334780439,0.025410789631111742,0.025410789631111742,0.012945181525539234,0.013610244848236796,0.43563926764130273,0.3939387965096024,0.015224815714137824,0.015224815714137824,0.02137665129370217,0.021375941625105647,0.012471257464540616,0.013473598857825845,0.42768874909173915,0.3868099761709056
1053599657,64.0,0.024817435767385956,0.0026775730024793925,0.014220827607431227,0.011051186563167338,0.014674237522986092,0.014674237522986092,0.004185465813134931,0.011693829305315285,0.011693829305315285,0.003605684939184426,0.013924020725174825,0.013924096319081126,0.004185465813134931,0.004185465813134931,0.009164325510186432,0.009298018824089198,0.38843610624181374,0.3676481963805909,0.015384898323367377,0.015384870498871661,0.0026775730024793925,0.014220827607431227,0.011051186563167338,0.016300232819593093,0.016300232819593093,0.012240249922697611,0.012254668363989711,0.012915452499211723,0.012915452499211723,0.013590395271505561,0.01359087312359161,0.016300232819593093,0.016300232819593093,0.015341913312476443,0.013508388145799525,0.015384870498871661,0.015384870498871661,0.009164325510186432,0.009298018824089198,0.38843610624181374,0.3676481963805909,0.011693829305315285,0.011693829305315285,0.013924020725174825,0.013924096319081126,0.00866288672433307,0.008882624399199004,0.3892185188087223,0.3663523237658125
1053599695,64.0,0.04452534313830108,0.002183623729440419,0.019745295807230064,0.016323744841188335,0.01761245597857396,0.01761245597857396,0.0041689542024354745,0.012816902862721292,0.012816902862721292,0.0026102265278526455,0.01755758759935283,0.017558755890799006,0.0041689542024354745,0.0041689542024354745,0.011320745377413075,0.01212009351361293,0.40184769572782203,0.3850920847340453,0.01823703823771978,0.018218542128335603,0.002183623729440419,0.019745295807230064,0.016323744841188335,0.02100029881913292,0.02100029881913292,0.013125050901557472,0.013119530909410052,0.01541339048289819,0.01541339048289819,0.016528712165077807,0.01652952905838055,0.02100029881913292,0.02100029881913292,0.0182327405017782,0.01603576161991765,0.018218542128335603,0.018218542128335603,0.011320745377413075,0.01212009351361293,0.40184769572782203,0.3850920847340453,0.012816902862721292,0.012816902862721292,0.01755758759935283,0.017558755890799006,0.010237366340349502,0.01097713295718613,0.39331001948918143,0.3820955487512644
1053600704,64.0,0.01924276515506297,0.002033319271487528,0.07020408620304086,0.04681196912137156,0.02095439294993421,0.02095439294993421,0.005781096889953645,0.014822834293048611,0.014822834293048611,0.0027122408339893063,0.018631155932867526,0.0186328784189994,0.005781096889953645,0.005781096889953645,0.012919900081404465,0.014037328272434653,0.4777341269017763,0.4561584413982754,0.02136647276836332,0.021364837910938506,0.002033319271487528,0.07020408620304086,0.04681196912137156,0.01990807485507784,0.01990807485507784,0.014862763731632946,0.014854271944312667,0.014942813877784317,0.014942813877784317,0.016893721997582718,0.016893754350990994,0.01990807485507784,0.01990807485507784,0.020675592490962333,0.01871924402913479,0.021364837910938506,0.021364837910938506,0.012919900081404465,0.014037328272434653,0.4777341269017763,0.4561584413982754,0.014822834293048611,0.014822834293048611,0.018631155932867526,0.0186328784189994,0.012641271134151057,0.013470903537417131,0.47085530119636076,0.4486481516438308
1053600735,64.0,0.022503127764104732,0.0020745746681580107,0.059790374426679296,0.047879576423972434,0.023964224830335716,0.023964224830335716,0.006180343744521331,0.017079013000979533,0.017079013000979533,0.004055125673914171,0.02374024723110634,0.023740351573201837,0.006180343744521331,0.006180343744521331,0.013605830846117665,0.014319925054053405,0.4616021839540769,0.4330906673686739,0.024905863500644186,0.024896612645834176,0.0020745746681580107,0.059790374426679296,0.047879576423972434,0.02495054542778577,0.02495054542778577,0.017150971090693964,0.017153315023952283,0.01773108139906015,0.01773108139906015,0.02091830335492437,0.020912997529199034,0.02495054542778577,0.02495054542778577,0.023335581251433944,0.019937016716616504,0.024896612645834176,0.024896612645834176,0.013605830846117665,0.014319925054053405,0.4616021839540769,0.4330906673686739,0.017079013000979533,0.017079013000979533,0.02374024723110634,0.023740351573201837,0.012401546441948288,0.013345366731665375,0.44999112724428497,0.42807674001516116
1053600841,64.0,0.02062305053395328,0.00210742407440975,0.06410304149669245,0.046754815824382796,0.01741520662018359,0.01741520662018359,0.005335956140067384,0.013672831679291198,0.013672831679291198,0.0031487329870687718,0.016805202847843766,0.016811825847139784,0.005335956140067384,0.005335956140067384,0.012939396236199933,0.013186718566974572,0.5177570546719582,0.4642784185701468,0.01841545937286065,0.01835281680610534,0.00210742407440975,0.06410304149669245,0.046754815824382796,0.018958607570321518,0.018958607570321518,0.014450236872668812,0.014450021194721697,0.0146293891615078,0.0146293891615078,0.016929245789369825,0.016929313965404973,0.018958607570321518,0.018958607570321518,0.017764061061554908,0.015881453966665012,0.01835281680610534,0.01835281680610534,0.012939396236199933,0.013186718566974572,0.5177570546719582,0.4642784185701468,0.013672831679291198,0.013672831679291198,0.016805202847843766,0.016811825847139784,0.012535519728827941,0.013227093448159108,0.5124096723088158,0.46218126653997527
1053601770,64.0,0.027472152276916663,0.0026519144448582535,0.0514441455785747,0.04129829604402667,0.02414954900677054,0.02414954900677054,0.007655406039513465,0.01414913575321563,0.01414913575321563,0.004310158261660137,0.020003761450939645,0.020008776044482555,0.007655406039513465,0.007655406039513465,0.011349078196155786,0.013288713548482796,0.5596221980122472,0.5153805617054377,0.02388325094901157,0.023887968957750184,0.0026519144448582535,0.0514441455785747,0.04129829604402667,0.02487776722599999,0.02487776722599999,0.014130645687784016,0.014125292183489364,0.014846455149669991,0.014846455149669991,0.01793808236326284,0.017940512422001478,0.02487776722599999,0.02487776722599999,0.021972244183057772,0.01879691835027511,0.023887968957750184,0.023887968957750184,0.011349078196155786,0.013288713548482796,0.5596221980122472,0.5153805617054377,0.01414913575321563,0.01414913575321563,0.020003761450939645,0.020008776044482555,0.010931050609402393,0.012377618049265612,0.5528675562944504,0.5166883391076331
