Scaffold,n_Scaffold,ClusterCount,IntraTanimoto,IntraCosine,InterTanimoto,InterCosine,TanimotoDifference,CosineDifference,Selected_Scaffold
N=c1ccnc[nH]1,15,2,0.20385972788704365,0.11009153006666678,0.1977098643690194,0.03634962592289962,0.00614986351802424,0.07374190414376716,False
N=c1nc(Nc2ccc(NC(=O)c3ccccc3)cc2)cc[nH]1,9,2,0.6845353722477026,0.6992311198105958,0.7084604326724888,0.5786709391227565,-0.02392506042478626,0.12056018068783936,False
N=c1nc(Nc2ccc(NS(=O)(=O)c3ccccc3)cc2)cc[nH]1,9,2,0.7001733480424052,0.39705960287334136,0.6618850256641852,0.11043465721195173,0.03828832237822,0.28662494566138963,True
N=c1nccc(-c2cn[nH]c2)[nH]1,12,2,0.42646194281040134,0.07903848584278039,0.4445004574803576,-0.05379573957150056,-0.018038514669956263,0.13283422541428094,False
N=c1nccc[nH]1,13,2,0.2188495316414638,0.07666757596045257,0.22422978973164936,0.0186584900097733,-0.005380258090185552,0.058009085950679266,False
O=C(C=Cc1ccccc1)c1ccccc1,14,2,0.3126499890329466,0.4616411465983299,0.29706553356404886,0.15717333044062756,0.015584455468897751,0.30446781615770235,True
O=C(CC(c1ccccc1)n1cccc1)Nc1ccccc1,12,2,0.5690391532036935,0.1334647290486294,0.597276559878338,0.06113563834033865,-0.028237406674644583,0.07232909070829076,False
O=C(CC1C(=O)Nc2ccccc21)c1ccccc1,9,2,0.4932555870792099,0.14993247692491438,0.48141469695609007,-0.08400209675929986,0.01184089012311984,0.23393457368421422,False
O=C(CCc1ccccc1)N=CC(=O)NN=Cc1ccccc1,8,2,0.6011586570399357,0.05641869002537567,0.5672562937986226,-0.009516409970722738,0.033902363241313016,0.06593509999609841,False
O=C(CCc1nc(-c2ccccc2)no1)Nc1ccccc1,10,2,0.5124902419548836,0.10220434453519557,0.4558055508092892,0.050312188356399515,0.05668469114559438,0.051892156178796056,False
O=C(CCn1cnc2ccccc2c1=O)N1CCN(c2ccccc2)CC1,10,2,0.6244551622486404,0.113659014831032,0.6171886736987163,-0.0027843296589909927,0.007266488549924066,0.11644334449002298,False
O=C(CN1C(=O)CC=Nc2ccccc21)Nc1ccccc1,10,2,0.7434951867580895,0.37088698186475205,0.6846999607963714,-0.052652753551381715,0.058795225961718045,0.42353973541613377,True
O=C(CN1CCCN(Cc2ccccc2)S1(=O)=O)Nc1ccccc1,12,2,0.6346356526445353,0.08616680560234716,0.6152903419000476,0.0038852651755340545,0.019345310744487643,0.0822815404268131,False
O=C(CN1CCOCC1)N1CCCC1c1cccc(Cc2ccccc2)n1,7,2,0.7699160558433087,0.10533369140335697,0.7653365627204177,0.007927368538060761,0.004579493122890965,0.0974063228652962,False
O=C(CNCc1ccccc1)N1C=NCC1,9,2,0.5100272587066809,0.06102036798226754,0.5061844498110988,-0.022292115888590817,0.003842808895582084,0.08331248387085835,False
O=C(CNc1ccccc1)N1C=NCC1,27,2,0.5773101604441218,0.04487542353502993,0.585747295574685,-0.009585062180610901,-0.008437135130563211,0.05446048571564083,False
O=C(CNc1ccccc1)N1CCc2ccccc21,16,2,0.35482305173663664,0.029902359254653565,0.3696618166330895,-0.04223156000678001,-0.01483876489645286,0.07213391926143357,False
O=C(COc1ccccc1)N1CCCCC1,14,2,0.3350325478523942,0.11096820721032116,0.37016968183393695,0.037381109154036425,-0.03513713398154272,0.07358709805628474,False
O=C(COc1ccccc1)N=c1cc[nH]cc1,7,2,0.5252405474375494,0.37126515187321185,0.4007210780349868,0.0581681258110932,0.12451946940256264,0.31309702606211864,True
O=C(COc1ccccc1)NCc1nc2ccccc2s1,8,2,0.5346145476595561,0.09434999121668788,0.5863173442781702,-0.030262149082068625,-0.0517027966186141,0.1246121402987565,False
O=C(Cc1ccccc1)Nc1ccccc1,21,2,0.2526533972895258,0.05432048709437937,0.26494153956553057,-0.019880593967179203,-0.012288142276004776,0.07420108106155858,False
