UMAP1,UMAP2,Metadata_Source,Metadata_JCP2022
10.39897,4.242836,source_11,JCP2022_046054
-25.243256,7.792882,source_10,JCP2022_025848
10.569597,4.6055818,source_11,JCP2022_025848
-11.21857,4.140752,source_6,JCP2022_050797
-20.04982,8.748037,source_5,JCP2022_050797
10.229015,4.148164,source_11,JCP2022_046054
-25.336487,7.8025675,source_10,JCP2022_025848
-26.395151,9.553871,source_10,JCP2022_037716
-21.696812,9.837637,source_5,JCP2022_085227
-11.960777,4.0082846,source_6,JCP2022_050797
-24.626675,9.734432,source_8,JCP2022_035095
4.3650937,4.0373755,source_3,JCP2022_025848
2.3010602,2.785194,source_3,JCP2022_037716
-18.37499,3.6153195,source_2,JCP2022_037716
-17.230543,4.8490787,source_2,JCP2022_085227
-21.093506,9.604509,source_5,JCP2022_012818
-24.68281,10.567239,source_8,JCP2022_046054
10.903913,5.017852,source_11,JCP2022_085227
-20.581762,10.5107565,source_5,JCP2022_037716
10.013016,3.3972998,source_11,JCP2022_037716
-25.490458,8.247161,source_10,JCP2022_025848
-25.391745,10.790297,source_8,JCP2022_064022
3.0002065,2.9834511,source_3,JCP2022_012818
-18.136868,4.680828,source_2,JCP2022_035095
-20.607641,10.471387,source_5,JCP2022_037716
-17.423826,4.2960086,source_2,JCP2022_046054
-16.009228,0.033628367,source_6,JCP2022_064022
-17.466566,4.063967,source_2,JCP2022_025848
-16.3869,-0.23861799,source_6,JCP2022_037716
-17.578861,4.647852,source_2,JCP2022_085227
9.588252,3.5881672,source_11,JCP2022_064022
-25.121147,7.654533,source_10,JCP2022_085227
9.944583,3.3124976,source_11,JCP2022_037716
-26.686975,9.009315,source_10,JCP2022_064022
9.935772,4.232885,source_11,JCP2022_050797
-18.995462,3.7886083,source_2,JCP2022_064022
10.47713,4.1957455,source_11,JCP2022_046054
-19.4703,3.5984602,source_2,JCP2022_012818
-17.09514,4.4539623,source_2,JCP2022_050797
-19.635038,3.7340155,source_2,JCP2022_012818
-20.835331,9.713878,source_5,JCP2022_046054
9.817,3.5670986,source_11,JCP2022_046054
-26.34117,8.808734,source_10,JCP2022_046054
-25.936504,9.630446,source_10,JCP2022_035095
-25.378527,9.385522,source_10,JCP2022_035095
4.4682045,3.98983,source_3,JCP2022_050797
2.0787091,2.5342848,source_3,JCP2022_064022
-23.457859,9.344266,source_8,JCP2022_050797
10.858095,4.2734303,source_11,JCP2022_085227
-16.360334,-0.21192396,source_6,JCP2022_037716
-25.076862,10.550112,source_8,JCP2022_046054
-16.301113,-0.14304176,source_6,JCP2022_037716
-26.407246,11.255921,source_8,JCP2022_035095
-16.09017,0.054176014,source_6,JCP2022_035095
11.121562,5.1903796,source_11,JCP2022_035095
-25.382095,10.757423,source_8,JCP2022_064022
-25.907711,9.171195,source_10,JCP2022_035095
-11.403802,3.992749,source_6,JCP2022_085227
-23.317879,9.294103,source_8,JCP2022_025848
-19.961472,8.797988,source_5,JCP2022_050797
-20.97521,9.596857,source_5,JCP2022_012818
-11.422647,4.134027,source_6,JCP2022_025848
3.9942515,4.1879306,source_3,JCP2022_037716
-18.387997,3.644844,source_2,JCP2022_037716
9.9263525,3.28903,source_11,JCP2022_037716
10.037612,3.3665817,source_11,JCP2022_037716
9.653185,3.6573048,source_11,JCP2022_064022
-19.619654,3.7486875,source_2,JCP2022_012818
2.0614903,2.0895019,source_3,JCP2022_085227
-26.01697,8.715152,source_10,JCP2022_046054
3.0433424,3.0256195,source_3,JCP2022_037716
-25.05206,7.857914,source_10,JCP2022_085227
2.402994,2.7874613,source_3,JCP2022_012818
10.016518,3.3717158,source_11,JCP2022_037716
-19.893316,8.683933,source_5,JCP2022_085227
-19.00319,4.1251783,source_2,JCP2022_064022
-25.484476,8.203461,source_10,JCP2022_046054
-25.041996,10.444128,source_8,JCP2022_025848
-24.328156,9.928588,source_8,JCP2022_025848
-16.354837,-0.24934332,source_6,JCP2022_037716
-21.78476,9.81316,source_5,JCP2022_064022
-24.845108,10.664445,source_8,JCP2022_046054
-18.528002,4.570798,source_2,JCP2022_035095
-19.69048,8.453912,source_5,JCP2022_050797
-11.41335,3.6780343,source_6,JCP2022_046054
-26.67527,11.095085,source_8,JCP2022_064022
4.371568,4.014726,source_3,JCP2022_035095
10.072763,4.445556,source_11,JCP2022_025848
-23.508015,9.371544,source_8,JCP2022_085227
-27.661793,10.174243,source_8,JCP2022_012818
-25.312939,7.7456636,source_10,JCP2022_050797
-17.90738,4.1925025,source_2,JCP2022_035095
-25.155617,7.5969605,source_10,JCP2022_025848
-18.954178,4.0013933,source_2,JCP2022_050797
-22.924929,9.517462,source_5,JCP2022_035095
9.861315,4.1465096,source_11,JCP2022_050797
3.8413417,4.0274096,source_3,JCP2022_012818
-16.135126,-0.06620347,source_6,JCP2022_064022
-21.890316,9.698724,source_5,JCP2022_012818
10.894817,4.8681617,source_11,JCP2022_025848
-18.312662,4.657595,source_2,JCP2022_035095
