UMAP1,UMAP2,Metadata_Source,Metadata_JCP2022
27.50386,-9.8378525,source_11,JCP2022_046054
26.43144,-8.85177,source_10,JCP2022_025848
21.759483,-10.271483,source_10,JCP2022_037716
26.797997,-10.389785,source_5,JCP2022_085227
26.239073,-9.039525,source_6,JCP2022_050797
25.382023,-6.191762,source_8,JCP2022_035095
24.929695,-8.046782,source_3,JCP2022_025848
22.400232,-10.543915,source_3,JCP2022_037716
22.279488,-9.905049,source_2,JCP2022_037716
26.009068,-8.291087,source_2,JCP2022_085227
25.247252,-9.557686,source_5,JCP2022_012818
28.37682,-8.655032,source_8,JCP2022_046054
24.802992,-8.285809,source_11,JCP2022_085227
21.261026,-10.210605,source_5,JCP2022_037716
22.318302,-9.347364,source_11,JCP2022_037716
26.282751,-7.526738,source_10,JCP2022_025848
26.349827,-11.304789,source_8,JCP2022_064022
24.388376,-11.440068,source_3,JCP2022_012818
25.156431,-6.262025,source_2,JCP2022_035095
21.266619,-10.123973,source_5,JCP2022_037716
28.368423,-9.200239,source_2,JCP2022_046054
26.288626,-10.780458,source_6,JCP2022_064022
23.907227,-9.366278,source_2,JCP2022_025848
21.803333,-10.8352785,source_6,JCP2022_037716
26.572388,-8.941087,source_2,JCP2022_085227
26.85812,-11.223955,source_11,JCP2022_064022
25.326624,-8.29621,source_10,JCP2022_085227
22.393696,-9.485826,source_11,JCP2022_037716
23.059542,-10.365112,source_10,JCP2022_064022
24.443468,-10.424763,source_11,JCP2022_050797
25.667944,-11.904879,source_2,JCP2022_064022
27.5601,-9.769097,source_11,JCP2022_046054
24.062063,-10.842802,source_2,JCP2022_012818
25.459934,-7.8401093,source_2,JCP2022_050797
23.823215,-11.217802,source_2,JCP2022_012818
28.500025,-8.465638,source_5,JCP2022_046054
27.395004,-9.946497,source_11,JCP2022_046054
27.086243,-8.522545,source_10,JCP2022_046054
25.580297,-6.081231,source_10,JCP2022_035095
25.434868,-6.0841913,source_10,JCP2022_035095
25.74352,-9.770927,source_3,JCP2022_050797
26.260098,-11.882901,source_3,JCP2022_064022
25.06598,-9.610989,source_8,JCP2022_050797
23.672888,-9.530628,source_11,JCP2022_085227
21.655054,-10.67448,source_6,JCP2022_037716
28.176598,-8.770238,source_8,JCP2022_046054
21.751041,-10.760407,source_6,JCP2022_037716
25.120388,-5.9489036,source_8,JCP2022_035095
25.32207,-10.99619,source_6,JCP2022_035095
26.651628,-8.046365,source_11,JCP2022_035095
26.307783,-11.374411,source_8,JCP2022_064022
25.736303,-6.5204663,source_10,JCP2022_035095
25.450033,-9.309837,source_6,JCP2022_085227
26.041033,-8.027446,source_8,JCP2022_025848
26.036688,-9.614716,source_5,JCP2022_050797
25.2114,-9.495519,source_5,JCP2022_012818
24.8584,-8.243321,source_6,JCP2022_025848
22.9498,-9.513433,source_3,JCP2022_037716
22.23003,-9.79718,source_2,JCP2022_037716
22.398672,-9.448266,source_11,JCP2022_037716
22.326118,-9.357188,source_11,JCP2022_037716
25.992657,-11.54385,source_11,JCP2022_064022
24.155966,-11.643892,source_2,JCP2022_012818
25.14045,-7.5446634,source_3,JCP2022_085227
27.787945,-9.104967,source_10,JCP2022_046054
22.926367,-10.455898,source_3,JCP2022_037716
24.932074,-9.722446,source_10,JCP2022_085227
24.099348,-11.620387,source_3,JCP2022_012818
22.41059,-9.321842,source_11,JCP2022_037716
24.903362,-8.81868,source_5,JCP2022_085227
25.207357,-11.749049,source_2,JCP2022_064022
27.818966,-8.987956,source_10,JCP2022_046054
26.751884,-10.887381,source_8,JCP2022_025848
26.186272,-8.328614,source_8,JCP2022_025848
21.791466,-10.930122,source_6,JCP2022_037716
26.826345,-10.558877,source_5,JCP2022_064022
28.204006,-8.817195,source_8,JCP2022_046054
24.994003,-6.2508254,source_2,JCP2022_035095
25.062521,-8.858276,source_5,JCP2022_050797
28.428955,-8.448638,source_6,JCP2022_046054
25.75568,-10.896124,source_8,JCP2022_064022
25.703629,-6.9559855,source_3,JCP2022_035095
26.39583,-9.7600155,source_11,JCP2022_025848
25.189947,-8.817272,source_8,JCP2022_085227
24.701675,-11.797689,source_8,JCP2022_012818
27.347054,-9.449586,source_10,JCP2022_050797
25.264992,-6.7735233,source_2,JCP2022_035095
25.544567,-7.432414,source_10,JCP2022_025848
24.808731,-10.670433,source_2,JCP2022_050797
26.057228,-6.8652244,source_5,JCP2022_035095
24.287678,-8.798175,source_11,JCP2022_050797
24.161129,-11.394216,source_3,JCP2022_012818
26.281544,-10.834072,source_6,JCP2022_064022
25.417654,-10.129153,source_5,JCP2022_012818
25.805145,-9.971278,source_11,JCP2022_025848
25.164558,-6.3713455,source_2,JCP2022_035095
