index,Metadata_JCP2022,Metadata_InChIKey,Metadata_InChI_x,Metadata_Bioactivity,Metadata_InChI_y,Embeddings_mean,Metadata_Is_Control,path_embedding,Metadata_InChI
10,JCP2022_006158,BGIYKDUASORTBB-UHFFFAOYSA-N,"InChI=1S/C20H13FN4O2/c21-16-5-1-13(2-6-16)18-19(14-9-11-22-12-10-14)24-20(23-18)15-3-7-17(8-4-15)25(26)27/h1-12H,(H,23,24)",hit,"InChI=1S/C20H13FN4O2/c21-16-5-1-13(2-6-16)18-19(14-9-11-22-12-10-14)24-20(23-18)15-3-7-17(8-4-15)25(26)27/h1-12H,(H,23,24)","[ 1.35649770e-01  1.65981084e-01 -9.09476399e-01  4.05924171e-01
 -2.96956867e-01  8.44426900e-02  1.16551554e+00 -1.04472443e-01
  3.39973509e-01 -4.42698061e-01 -3.02934641e-04 -2.17248052e-01
 -1.41620505e+00 -6.67414665e-02 -1.00408769e+00  4.68883574e-01
  6.93184733e-01  9.46530253e-02 -2.05607295e-01 -7.65668988e-01
  4.11357172e-02 -1.37420344e+00  3.76981311e-02  4.58440304e-01
  7.91681468e-01  7.15717316e-01 -9.52017084e-02 -6.57229781e-01
  2.87316024e-01 -8.53410542e-01 -3.73011649e-01 -3.72372508e-01
  4.57793586e-02 -2.84769595e-01 -5.74969538e-02  5.65092385e-01
 -5.54826558e-02 -4.35373783e-02 -9.72418964e-01  6.81333244e-01
  3.74264747e-01 -6.72676682e-01 -9.76465523e-01 -6.71278119e-01
  4.01781380e-01 -3.48099291e-01  7.62224555e-01  3.49712670e-01
  7.17331707e-01  9.62620854e-01 -7.54721642e-01  9.46415812e-02
  4.21020895e-01 -1.01843047e+00 -3.31362665e-01 -6.56610906e-01
 -8.53567302e-01  3.50430071e-01  3.63709867e-01 -7.07565993e-02
  8.60346019e-01 -6.85645938e-01  6.23812556e-01 -1.08000830e-01
  5.15574932e-01  6.69764161e-01 -7.24746764e-01  1.22829831e+00
 -8.63713443e-01  1.86028093e-01  9.70437706e-01 -1.09419858e+00
 -7.97597528e-01  2.35908508e-01  4.73589569e-01 -1.00718045e+00
  8.93088996e-01 -1.41284728e+00 -8.34036320e-02 -5.04386306e-01
 -5.77073917e-02  4.01118696e-01 -3.82451236e-01 -4.88091037e-02
 -4.88590710e-02 -3.65349084e-01 -5.25207460e-01 -9.26314235e-01
  7.31859267e-01 -4.04872656e-01 -1.38403520e-01 -1.25965327e-01
 -2.88876384e-01  1.92883655e-01 -1.58419222e-01  3.97229567e-02
  1.75871700e-01 -7.43303120e-01  5.17948806e-01 -3.76857698e-01
  3.71940255e-01 -5.26328310e-02 -3.97073984e-01  3.02607596e-01
 -4.34539944e-01 -3.33673865e-01 -1.76681590e+00  1.09388506e+00
 -8.03417563e-01  3.24544191e-01 -6.82532609e-01  2.94728220e-01
 -5.59483886e-01 -2.39757132e-02  1.41600087e-01  7.86365032e-01
  1.35573477e-01  1.07759833e+00 -5.44982553e-02 -8.49490345e-01
  1.44154537e+00  4.96170610e-01  4.41209704e-01 -9.06240284e-01
  6.75433218e-01 -6.01197839e-01 -3.24915677e-01 -5.73175430e-01
 -5.59287369e-01 -6.46829665e-01  1.14684820e+00  9.88155723e-01
 -6.46738172e-01 -3.00132041e-03 -1.02608550e+00  4.85278994e-01
 -1.87117219e-01  1.12626541e+00  1.66757435e-01  1.77692682e-01
  2.65514076e-01 -7.85345495e-01 -5.95986724e-01  7.38496602e-01
 -1.28350043e+00  6.79599643e-01  2.23269463e-01  5.54965556e-01
  2.70932075e-02  1.55287087e-01 -6.30929410e-01 -3.72017562e-01
 -5.58622837e-01  4.31672275e-01 -1.64660841e-01 -9.38947976e-01
 -5.92604518e-01  2.44252041e-01 -7.74911106e-01 -1.16499150e+00
 -3.87725204e-01 -2.59791940e-01 -4.44120586e-01 -1.05041528e+00
  2.13906243e-01 -9.71457779e-01 -1.74775541e+00 -5.83134830e-01
 -8.69076073e-01  8.60159546e-02 -8.18480790e-01  2.09070534e-01
  1.44414276e-01 -9.42149639e-01  3.58567238e-01 -9.53126132e-01
  1.50967062e-01 -9.37676072e-01 -2.55274381e-02  2.37767883e-02
  2.56579697e-01  1.19528078e-01 -8.44292045e-01 -3.87556881e-01
  1.00532842e+00 -5.69985032e-01 -1.40392944e-01  7.18677044e-01
  1.60223804e-02 -2.01225039e-02  1.10723889e+00  5.56747496e-01
 -2.31368184e-01  2.69582182e-01  4.39569414e-01 -8.32801685e-02
 -1.02204287e+00 -5.15119970e-01  8.81668210e-01 -9.90863204e-01
  7.35244095e-01  8.36268067e-01  3.08766663e-01  3.42187174e-02
  1.18348122e-01  4.74751383e-01 -8.89576077e-02 -2.53184497e-01
 -3.26839447e-01 -2.77297676e-01 -6.47349358e-01  6.47367612e-02
 -1.72625482e-01  4.18197572e-01 -6.09119415e-01 -8.26365590e-01
 -1.90976590e-01  3.98138165e-01  9.59380046e-02 -1.46955121e+00
 -1.86970556e+00  4.54486132e-01 -4.49751943e-01 -4.10430990e-02
 -9.58206296e-01 -1.59199908e-01  1.60052255e-01  1.54725434e-02
 -4.10312004e-02  2.38867640e-01 -6.84602201e-01  7.11939186e-02
  6.07684731e-01  2.37939909e-01 -7.45212257e-01 -1.70315832e-01
 -1.94130823e-01  7.55766034e-01 -4.87913758e-01 -5.89265525e-01
 -3.91467333e-01  5.66043198e-01 -7.34998882e-02  8.41985524e-01
  3.60738456e-01 -1.82065517e-01  1.33300138e+00  1.07151663e+00
 -1.32204266e-02  3.44523668e-01 -5.75265288e-01 -4.13022051e-03
  2.82985687e-01 -7.02405572e-01  1.01023817e+00  2.93480512e-02
  5.38007319e-01 -6.66984260e-01 -5.64299941e-01  5.74049577e-02
  3.40008199e-01 -4.89704221e-01 -7.17463732e-01  8.26556310e-02
 -2.39774942e-01 -1.11271226e+00  1.45776331e+00 -7.02754557e-01
 -1.65940511e+00 -5.75644314e-01  2.92360429e-02 -3.74918103e-01
  9.14082170e-01  6.13714941e-02 -1.72401738e+00 -6.28124714e-01
 -1.50503784e-01 -7.97928691e-01  4.26962465e-01  4.71333042e-02
 -8.12979817e-01 -6.09942555e-01 -7.05639064e-01  1.05752337e+00
  7.73669481e-01  1.26958340e-01 -3.95980589e-02  1.32082313e-01
  2.20544294e-01  1.62471935e-01 -3.08988512e-01 -2.16399938e-01
 -1.33150518e+00 -7.17276358e-04  5.16866565e-01  1.00568496e-01
  6.65763259e-01 -4.66216862e-01  1.53044093e+00 -1.78850502e-01
 -6.66882992e-01 -1.86610985e+00 -4.46530342e-01  4.21933353e-01
 -3.16058248e-01 -1.27516493e-01  1.17094958e+00 -3.33719045e-01
 -5.33004582e-01  3.56892884e-01 -1.65396109e-01 -1.12251675e+00
  4.58860695e-01  8.41467261e-01  8.88452172e-01  1.30135924e-01
  8.59380066e-02 -6.98368073e-01  1.40133691e+00 -3.99698198e-01
  4.48187292e-01  2.74770916e-01 -3.79719725e-03  1.64241105e-01
 -1.45563030e+00 -3.89677852e-01  2.33351678e-01  4.93301779e-01
 -4.51658636e-01  1.21373820e+00  6.26247764e-01 -1.64561439e+00
  4.17721033e-01 -8.30254197e-01 -6.07804179e-01 -3.50159779e-02
 -1.00686145e+00  8.13384503e-02  2.03078598e-01 -3.58506113e-01
 -5.92729747e-01 -8.11045468e-01 -1.80503696e-01  1.10287592e-01
 -1.00655913e+00  9.26016629e-01  6.47571206e-01 -4.12318528e-01
 -1.22066665e+00  3.13125193e-01 -1.20042309e-01 -1.54088569e+00
  3.89748991e-01 -1.21452069e+00 -9.35913861e-01 -1.10144876e-01
 -9.33685422e-01  1.45341754e+00 -1.31576371e+00 -7.52266109e-01
 -4.96031940e-01  3.45656574e-01 -6.38408780e-01  1.11383581e+00
  3.32859337e-01 -5.30991375e-01 -7.26177871e-01 -2.22535297e-01
  1.09138206e-01 -4.78953689e-01  8.99077713e-01 -1.47014749e+00
 -2.60287464e-01  5.47913797e-02  9.11154866e-01  2.68011332e-01
  2.20585078e-01 -7.37279356e-01 -1.55792788e-01 -3.20679247e-01
 -8.38299930e-01  3.32553759e-02 -7.19120860e-01 -9.24455643e-01]",False,/projects/synsight/data/openphenom/norm_2_compounds_embeddings/JCP2022_006158.pt,"InChI=1S/C20H13FN4O2/c21-16-5-1-13(2-6-16)18-19(14-9-11-22-12-10-14)24-20(23-18)15-3-7-17(8-4-15)25(26)27/h1-12H,(H,23,24)"
20,JCP2022_010404,CDMGBJANTYXAIV-UHFFFAOYSA-N,"InChI=1S/C21H16FN3OS/c1-27(26)18-8-4-16(5-9-18)21-24-19(14-2-6-17(22)7-3-14)20(25-21)15-10-12-23-13-11-15/h2-13H,1H3,(H,24,25)",hit,"InChI=1S/C21H16FN3OS/c1-27(26)18-8-4-16(5-9-18)21-24-19(14-2-6-17(22)7-3-14)20(25-21)15-10-12-23-13-11-15/h2-13H,1H3,(H,24,25)","[ 5.25928382e-03 -4.09574695e-02 -4.86129254e-01 -5.84484078e-02
  2.07570251e-02 -6.75291494e-02  7.67033279e-01 -1.96976259e-01
 -3.85506988e-01 -2.27865845e-01 -6.41303718e-01 -1.23279616e-01
 -6.15586996e-01  6.19768491e-03 -1.03270626e+00  2.29658470e-01
  2.14948967e-01  2.77875483e-01  8.56136382e-02  3.86548787e-01
  4.82078828e-03 -4.52274710e-01 -8.50453377e-02  3.91029835e-01
  4.32011992e-01  1.04641020e+00 -1.87335424e-02  1.31286178e-02
 -3.01238865e-01 -8.28414142e-01  2.16161892e-01 -4.11548793e-01
  1.18795998e-01 -2.20905110e-01  2.16663778e-01  6.21460006e-02
 -3.33880186e-01 -1.42610431e-01 -6.66904867e-01  1.73730496e-02
 -7.66623616e-02 -2.51766235e-01 -4.17831302e-01 -8.61755133e-01
  5.27417250e-02 -2.44652972e-01  5.67603528e-01  7.23208249e-01
  5.73999286e-01  4.31934416e-01 -1.23207822e-01  2.06069455e-01
  1.95144504e-01 -3.97644132e-01 -2.82824963e-01 -4.28484589e-01
 -7.18441010e-01  3.11623722e-01 -4.88634706e-02 -3.08242053e-01
 -3.38306874e-02 -6.59361959e-01  4.56431717e-01  9.41751674e-02
  3.18045586e-01  2.11470604e-01 -4.20974344e-01  6.94720268e-01
 -3.32171656e-02  3.91851276e-01  4.61968094e-01 -3.91398549e-01
 -4.34381187e-01  2.51676232e-01 -1.89517617e-01 -5.99747598e-01
 -1.92555219e-01 -6.35626733e-01  3.90773714e-01 -3.87278676e-01
  8.05255324e-02  1.00666201e-02 -3.36067289e-01  2.29176879e-01
 -3.87417078e-01 -3.36046547e-01 -4.04376119e-01 -7.12241232e-01
  3.96014065e-01 -5.68097293e-01 -4.76667762e-01 -2.19522044e-01
  2.84334183e-01  7.03400731e-01  2.86043018e-01 -4.46427166e-02
 -3.94590557e-01 -1.82931960e-01  1.68588042e-01 -2.28460342e-01
  1.56095058e-01 -2.34762162e-01 -4.10738021e-01 -1.42688513e-01
  1.99190285e-02  4.72178012e-02 -7.68948615e-01  6.72483146e-01
 -5.69309175e-01 -2.76786447e-01  8.85167494e-02  1.63533330e-01
 -9.20494273e-02  5.04747368e-02  3.75746280e-01  8.91600907e-01
  4.59728479e-01  7.10679531e-01  4.94560525e-02 -5.72353780e-01
  5.84203720e-01  2.36910895e-01  7.17488587e-01 -3.46653193e-01
 -4.38252725e-02 -6.01331055e-01 -2.13787585e-01 -1.44004837e-01
 -4.12497371e-01 -3.96879345e-01  1.11058116e+00 -6.16638660e-02
 -4.36436236e-02 -4.51547116e-01 -4.20250855e-02 -1.56179845e-01
  2.46855766e-01  1.41274378e-01 -3.21904272e-01  1.99500784e-01
 -3.61920863e-01 -6.79008305e-01 -2.11618558e-01  1.39272377e-01
 -1.18680441e+00 -1.20111518e-01  3.57272148e-01  8.87235552e-02
 -1.07855864e-01 -2.04089507e-01 -3.32521647e-01 -4.11027730e-01
  3.78300957e-02  1.52870873e-02  1.95039123e-01 -4.30774055e-02
  7.81289581e-03  7.09359944e-02 -5.74405074e-01 -1.22940993e+00
 -2.66433179e-01 -2.46455297e-01 -1.50084242e-01 -7.94649601e-01
  3.58955979e-01 -7.02745855e-01 -6.04281485e-01 -1.97209474e-02
 -3.27201992e-01  3.20057541e-01 -4.39169109e-01  1.53388426e-01
  4.59588796e-01 -8.46880853e-01 -3.00050620e-02 -3.74804378e-01
  1.08883150e-01 -8.18399906e-01 -1.40230596e-01  2.02929020e-01
  4.27037776e-01 -1.79442376e-01 -4.04453725e-01  1.48099542e-01
  8.91595721e-01  3.53416383e-01 -6.23732388e-01 -1.07650831e-01
 -1.70337968e-02  2.99395204e-01  4.77434814e-01  8.03924620e-01
 -1.55517142e-02 -4.34538126e-02  2.36515924e-01 -1.52017936e-01
 -5.26480734e-01 -1.74381554e-01  1.25688598e-01 -2.54234523e-01
  8.73239115e-02  4.97829206e-02  2.43685052e-01 -2.95237601e-01
 -6.41302586e-01  7.76915550e-01  2.00751990e-01 -1.47523761e-01
 -4.66212183e-01 -2.76590101e-02 -5.23355491e-02 -3.01768631e-01
 -4.52850051e-02 -7.05277324e-01 -2.07459852e-01 -3.45606863e-01
  1.14334643e-01  1.51761964e-01  3.78861308e-01 -6.57524288e-01
 -8.36455464e-01  3.51230651e-01 -3.27883631e-01  4.19945829e-02
 -5.23830771e-01 -2.58372366e-01  3.28842364e-02  1.79874361e-01
  1.13328770e-02 -3.49697247e-02 -3.47785980e-01  3.19209546e-02
  3.94062817e-01  3.43773633e-01 -2.99602687e-01 -4.66893874e-02
  3.31236348e-02 -2.78110802e-01 -3.05606216e-01 -5.55643380e-01
 -7.75000453e-02 -3.95160206e-02  9.30997506e-02 -4.21369309e-03
 -2.73853615e-02 -4.85320330e-01  4.45983797e-01 -1.72746271e-01
  2.03302838e-02 -4.30132747e-02 -8.09244365e-02  3.62024248e-01
  2.90177017e-01 -4.40781534e-01  1.09070158e+00  6.42319545e-02
  3.32363755e-01 -1.84975475e-01 -4.24392745e-02 -1.91631615e-01
  2.34448329e-01 -1.81473494e-01 -1.21701486e-01 -4.35562320e-02
  1.98296562e-01 -1.11170340e+00  4.46771562e-01 -2.26719603e-01
 -4.47914451e-01  4.86941725e-01 -1.63600058e-03 -6.28055871e-01
  4.26929325e-01 -1.35502338e-01 -8.89936507e-01  5.94302237e-01
 -4.53573070e-04 -2.71790355e-01 -2.04802662e-01  7.52362013e-01
 -2.89599836e-01 -8.15333843e-01  4.36760932e-02  7.02932894e-01
  8.04253101e-01 -2.01925471e-01  5.31935453e-01  4.08071727e-01
  2.46932492e-01 -2.58970708e-01  2.76430309e-01 -3.04174811e-01
 -7.82183409e-01  2.61123981e-02  7.76770636e-02 -5.60813904e-01
  3.57410103e-01 -2.94762492e-01  1.05859125e+00  7.19759837e-02
  1.10403784e-02 -6.62768841e-01 -2.60248274e-01  2.49795076e-02
 -2.98242718e-01 -5.35835445e-01  1.03548490e-01  3.90901625e-01
 -9.83775333e-02 -2.63568133e-01  6.51074722e-02 -3.45643073e-01
  1.27551273e-01  7.41937533e-02  7.80781448e-01  5.26797399e-02
  4.44348991e-01 -1.05920315e-01  6.41727567e-01 -3.69626254e-01
 -3.62146169e-01  1.03159249e+00  1.28722832e-01 -2.08402827e-01
 -5.40715873e-01 -1.79511324e-01 -1.32190391e-01  4.96965706e-01
  1.30349413e-01  6.81581378e-01  2.66662717e-01 -5.30547261e-01
 -3.49827290e-01 -3.13534319e-01 -9.40920785e-02 -5.44131100e-01
 -8.64028513e-01 -2.02558845e-01  2.15944916e-01 -7.18393922e-01
 -3.74009788e-01 -6.44332111e-01 -4.58613604e-01  1.90303966e-01
 -7.66962051e-01  6.98764920e-01 -1.24860026e-01 -4.25960779e-01
 -4.61996168e-01 -6.97188750e-02 -3.76504958e-01 -5.30477047e-01
 -1.11971430e-01 -3.86412233e-01 -5.69461882e-01  5.20025119e-02
 -5.43321848e-01  6.97843015e-01 -1.12768662e+00 -6.43572450e-01
 -3.16341937e-01  1.76229745e-01 -4.10128504e-01  4.09262627e-01
 -2.59258393e-02 -6.68823719e-01 -1.54514298e-01 -3.56622845e-01
  1.84450373e-01 -3.70729893e-01  2.83985764e-01 -7.13988006e-01
 -3.11508298e-01 -3.00596952e-01  3.90209049e-01  2.48868093e-01
 -3.20671916e-01 -2.61683315e-01 -9.79689956e-02 -5.18755555e-01
 -5.65874100e-01  9.43089873e-02 -2.17910171e-01 -5.11730574e-02]",False,/projects/synsight/data/openphenom/norm_2_compounds_embeddings/JCP2022_010404.pt,"InChI=1S/C21H16FN3OS/c1-27(26)18-8-4-16(5-9-18)21-24-19(14-2-6-17(22)7-3-14)20(25-21)15-10-12-23-13-11-15/h2-13H,1H3,(H,24,25)"
56,JCP2022_022234,FQCPPVRJPILDIK-UHFFFAOYSA-N,"InChI=1S/C16H11N3O2/c20-16-13(9-5-1-3-7-11(9)18-16)15-14(19-21)10-6-2-4-8-12(10)17-15/h1-8,17-18,20H",hit,"InChI=1S/C16H11N3O2/c20-16-13(9-5-1-3-7-11(9)18-16)15-14(19-21)10-6-2-4-8-12(10)17-15/h1-8,17-18,20H","[-5.40013373e-01  2.98649311e-01 -5.46161652e-01  2.40578577e-01
  9.53436866e-02  3.90549958e-01  4.08164918e-01  8.54423165e-01
  1.22008167e-01 -1.39455295e+00  1.79631040e-01  2.52059639e-01
 -2.20606282e-01  9.95662034e-01 -4.83785301e-01  1.27273309e+00
  3.73947918e-01  1.20715976e+00  1.42433739e+00 -3.72281857e-02
  5.49580157e-01  1.10389456e-01 -3.20230842e-01  1.06735110e+00
  4.04134214e-01 -6.09340379e-03  1.14324369e-01 -1.10862350e+00
  2.86408722e-01 -4.86229658e-01 -2.85976171e-01 -1.52270222e+00
  1.60887897e-01 -1.64842337e-01 -1.06080413e+00 -7.65685856e-01
 -1.02025735e+00  1.06762454e-01 -1.00908056e-01 -1.66739970e-01
  8.54521096e-02 -8.96262348e-01  1.45373538e-01 -9.95197415e-01
  1.54042721e+00  3.80688339e-01  1.08122945e+00  3.82063687e-01
  1.42292857e+00  5.66533804e-01 -1.57564235e+00  5.05608976e-01
  1.77194282e-01 -1.10505986e+00 -5.80414906e-02 -4.59627241e-01
  3.39762568e-02  5.70841312e-01  2.43137717e-01  2.60681063e-01
  5.16198985e-02  2.71979243e-01  5.53169250e-01 -3.81899267e-01
  7.05927372e-01 -6.84308559e-02 -8.34145188e-01  7.66914904e-01
 -1.44695437e+00  6.59135759e-01  8.35216403e-01 -1.09697247e+00
 -1.13824822e-01  1.17205940e-01 -5.71379773e-02 -8.81386101e-02
 -2.25169390e-01 -9.73691940e-01 -6.98084772e-01 -5.85936725e-01
 -6.62585974e-01  1.01766646e+00 -8.11467826e-01  4.67162848e-01
  8.75407100e-01  1.53140813e-01 -9.09370556e-03  2.08422691e-01
  7.42276728e-01 -1.01812232e+00  3.44602577e-02 -4.62477624e-01
  1.33111984e-01  1.73510388e-01 -4.30260092e-01 -2.93096572e-01
  7.03635737e-02  1.15099035e-01  4.81308848e-01  3.31626296e-01
  3.89708698e-01 -1.01141669e-01 -1.04589677e+00  1.25548363e+00
 -6.91536903e-01  9.17770386e-01 -1.39187276e+00  1.46841145e+00
 -2.48455197e-01 -1.25728965e+00  1.13543355e+00  9.04698968e-01
  2.29149625e-01 -2.71642804e-01  4.93935168e-01  8.81694436e-01
 -1.57508969e-01  6.59253120e-01  7.27683187e-01 -1.62492871e-01
  6.45162225e-01  5.01504540e-03 -2.30845779e-01 -4.54281181e-01
 -4.01674092e-01 -7.35561132e-01 -8.49237263e-01 -7.23068833e-01
  5.33285253e-02 -1.84075010e+00  1.97618985e+00  1.39462546e-01
  5.41485190e-01 -1.48691499e+00 -7.94879258e-01 -1.07370213e-01
  1.07384765e+00  9.00982380e-01 -8.09358954e-01  1.47622514e+00
 -5.60664594e-01 -5.44898868e-01 -4.55265820e-01  7.93923736e-01
 -1.00768912e+00  9.25333500e-01  1.22344565e+00  8.78865737e-03
 -6.92678511e-01  1.92840640e-02 -9.92620015e-04 -8.62535015e-02
 -5.20136952e-01  1.16102672e+00  2.66224802e-01 -4.91052210e-01
  6.67739332e-01 -3.13521619e-03 -1.26442361e+00 -1.79689944e+00
 -8.89582515e-01  6.53621316e-01  3.04922521e-01 -4.35402870e-01
 -4.87835884e-01 -1.60607529e+00 -4.17277873e-01  8.66691887e-01
  2.75430791e-02  6.02951586e-01 -1.53923020e-01  9.61225033e-02
  4.46630001e-01 -2.38800481e-01 -2.76734238e-03 -3.99921983e-01
 -2.19680101e-01 -2.17649743e-01 -2.83353120e-01 -1.18382707e-01
  4.95670497e-01 -9.98033643e-01 -4.42222983e-01  4.18160021e-01
  4.14307505e-01  6.97519302e-01 -9.06947315e-01 -5.82834184e-01
  5.93081713e-01  8.14463973e-01 -1.00688435e-01  1.03107572e+00
  2.93310702e-01  2.05164507e-01  1.87232569e-01 -1.42975271e-01
 -3.39366376e-01  3.36953789e-01 -4.42018270e-01  2.13254973e-01
 -3.59288156e-01 -7.47235194e-02  1.04601061e+00 -3.35661471e-01
 -4.88235941e-03  2.25116536e-01  1.43195701e+00  4.66093689e-01
  1.10058749e+00  3.26063335e-01 -7.51153231e-01 -1.79153115e-01
  4.93313938e-01 -6.72240779e-02 -4.27392334e-01 -3.72437894e-01
  1.05059230e+00 -1.01981413e+00 -3.33575279e-01 -8.26790512e-01
 -1.32659769e+00  7.93815017e-01  1.91936463e-01  6.67356610e-01
 -9.02829468e-01 -3.32897604e-01 -3.76531065e-01  2.32582092e-01
 -4.02704291e-02  4.05999482e-01  6.41877234e-01 -2.84029488e-02
  1.01274168e+00  1.55630779e+00 -2.07964107e-01 -5.34215450e-01
 -9.26772296e-01  1.31354807e-02  4.00686443e-01 -4.17391926e-01
  8.19979072e-01  8.45033824e-01 -7.07510591e-01 -3.99128854e-01
  4.56249177e-01 -3.57661784e-01 -3.80152881e-01 -1.12080216e+00
 -2.97892630e-01 -6.27370179e-01 -5.55544376e-01  2.07941219e-01
 -2.51481354e-01  6.65383041e-01  7.01363564e-01  8.28446895e-02
  2.20823318e-01  9.36743245e-02 -9.53380704e-01  1.57198355e-01
  2.10492723e-02  1.02682972e+00  6.63125873e-01 -8.69763866e-02
  2.44890407e-01 -3.98663670e-01  6.62050024e-02  7.46555477e-02
 -8.97504210e-01  2.10188344e-01  4.62394238e-01 -5.48970163e-01
  9.06674206e-01 -4.61640835e-01 -5.27962804e-01  6.20491385e-01
 -1.62254333e+00  9.06932342e-04 -6.11715734e-01  3.93588930e-01
  1.71956658e-01 -7.87466049e-01 -9.50188041e-01  2.22889513e-01
  9.56366360e-01  4.84388828e-01 -8.90411258e-01  3.71547863e-02
  2.61416912e-01 -1.86825499e-01  4.43269253e-01 -4.29484278e-01
 -9.51751828e-01 -4.23133910e-01  9.51295674e-01 -6.63703799e-01
  6.93756938e-01 -1.70174408e+00  6.41361594e-01 -1.10356581e+00
  3.58084589e-01 -3.58635485e-01  7.03503117e-02 -1.01715066e-01
  7.80363441e-01  2.74592042e-01  6.79791272e-01 -6.79531813e-01
 -1.49052310e+00 -4.79160011e-01  7.08633780e-01 -4.18834575e-02
  4.79214251e-01  7.48718977e-01  1.43880010e+00  2.74580479e-01
 -1.66448429e-01 -3.25697362e-01  9.59580243e-01 -6.60673261e-01
 -9.06976342e-01  1.05161095e+00  1.76690519e+00 -4.17017639e-01
 -1.65605807e+00  4.05951500e-01  4.24772739e-01  1.08319211e+00
 -4.63090360e-01  7.68416524e-01 -6.87729537e-01  1.14655137e-01
  2.39205480e-01 -2.65768975e-01  1.14104009e+00 -1.50830400e+00
 -1.45117044e+00 -1.92255288e-01 -3.34744930e-01 -4.21687782e-01
 -1.39166188e+00 -1.11134398e+00 -8.90267849e-01  6.64856493e-01
 -1.84105337e+00  8.96630943e-01 -1.74921438e-01 -9.59872067e-01
  4.48169947e-01  2.51476765e-01  1.44076467e-01 -4.37049776e-01
  1.50356007e+00 -6.96022749e-01 -1.01812148e+00  9.64625537e-01
 -5.38322031e-02  1.18074536e+00 -7.99570680e-01 -5.18622279e-01
 -3.63384008e-01 -1.18212259e+00  5.44502974e-01 -9.51049209e-01
 -5.57308137e-01 -1.42881835e+00  3.90266836e-01 -1.94561809e-01
  8.64748955e-01 -6.04834497e-01  5.25623620e-01 -7.62748241e-01
 -2.78744072e-01  1.29363658e-02 -5.90546608e-01  4.77042854e-01
 -1.88316405e-01 -2.62528002e-01 -2.66081750e-01  7.84545004e-01
 -9.52866226e-02  9.34217632e-01 -1.00553954e+00  4.20311153e-01]",False,/projects/synsight/data/openphenom/norm_2_compounds_embeddings/JCP2022_022234.pt,"InChI=1S/C16H11N3O2/c20-16-13(9-5-1-3-7-11(9)18-16)15-14(19-21)10-6-2-4-8-12(10)17-15/h1-8,17-18,20H"
